name,last_name,frequency,confidence,chamber,party,district,years_active,committees,verified,notes,variants
Have We'Ve Been,Been,2,low,Unknown,Unknown,Unknown,,,False,,
We Do Have Lots,Lots,2,low,Unknown,Unknown,Unknown,,,False,,
Calls,Calls,2,low,Unknown,Unknown,Unknown,,,False,,
Lance This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Jarvis,Jarvis,2,low,Unknown,Unknown,Unknown,,,False,,
Well Let,Let,2,low,Unknown,Unknown,Unknown,,,False,,
If You Get,Get,2,low,Unknown,Unknown,Unknown,,,False,,
Please Yes Please,Please,2,low,Unknown,Unknown,Unknown,,,False,,
Rule,Rule,2,low,Unknown,Unknown,Unknown,,,False,,
Sandra Pan,Pan,2,low,Unknown,Unknown,Unknown,,,False,,
Sandra Penn,Penn,2,low,Unknown,Unknown,Unknown,,,False,,
Noble,Noble,2,low,Unknown,Unknown,Unknown,,,False,,
Candie Sweetser,Sweetser,2,low,Unknown,Unknown,Unknown,,,False,,
Ramon Sanchez,Sanchez,2,low,Unknown,Unknown,Unknown,,,False,,
Built,Built,2,low,Unknown,Unknown,Unknown,,,False,,
Members Of Committee John,John,2,low,Unknown,Unknown,Unknown,,,False,,
Yes Thank You All,All,2,low,Unknown,Unknown,Unknown,,,False,,
At Thank You So,So,2,low,Unknown,Unknown,Unknown,,,False,,
Brooks,Brooks,2,low,Unknown,Unknown,Unknown,,,False,,
Perot,Perot,2,low,Unknown,Unknown,Unknown,,,False,,
Bente,Bente,2,low,Unknown,Unknown,Unknown,,,False,,
At This Moment,Moment,2,low,Unknown,Unknown,Unknown,,,False,,
Tedro,Tedro,2,low,Unknown,Unknown,Unknown,,,False,,
If They Don,Don,2,low,Unknown,Unknown,Unknown,,,False,,
So No,No,2,low,Unknown,Unknown,Unknown,,,False,,
Moved To Table,Table,2,low,Unknown,Unknown,Unknown,,,False,,
Wurst,Wurst,2,low,Unknown,Unknown,Unknown,,,False,,
Ael,Ael,2,low,Unknown,Unknown,Unknown,,,False,,
So You'Re,You'Re,2,low,Unknown,Unknown,Unknown,,,False,,
We Know That There,There,2,low,Unknown,Unknown,Unknown,,,False,,
Sweeties,Sweeties,2,low,Unknown,Unknown,Unknown,,,False,,
For Discussion Purposes,Purposes,2,low,Unknown,Unknown,Unknown,,,False,,
Proteum,Proteum,2,low,Unknown,Unknown,Unknown,,,False,,
Right Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Sender,Sender,2,low,Unknown,Unknown,Unknown,,,False,,
One Minute,Minute,2,low,Unknown,Unknown,Unknown,,,False,,
For Defenders Of Wildlife,Wildlife,2,low,Unknown,Unknown,Unknown,,,False,,
For Eddy County Eddy,Eddy,2,low,Unknown,Unknown,Unknown,,,False,,
Herself,Herself,2,low,Unknown,Unknown,Unknown,,,False,,
Hazel,Hazel,2,low,Unknown,Unknown,Unknown,,,False,,
Finance Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Erin,Erin,2,low,Unknown,Unknown,Unknown,,,False,,
Could You Tell Us,Us,2,low,Unknown,Unknown,Unknown,,,False,,
Sauls,Sauls,2,low,Unknown,Unknown,Unknown,,,False,,
You Ready To Proceed,Proceed,2,low,Unknown,Unknown,Unknown,,,False,,
Top,Top,2,low,Unknown,Unknown,Unknown,,,False,,
Fontana Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
How Much,Much,2,low,Unknown,Unknown,Unknown,,,False,,
Song,Song,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Jd,Jd,2,low,Unknown,Unknown,Unknown,,,False,,
How Are We Going,Going,2,low,Unknown,Unknown,Unknown,,,False,,
So Senate Bill One,One,2,low,Unknown,Unknown,Unknown,,,False,,
Committees Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
If You Would Allow,Allow,2,low,Unknown,Unknown,Unknown,,,False,,
Products Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Sun,Sun,2,low,Unknown,Unknown,Unknown,,,False,,
Mantas,Mantas,2,low,Unknown,Unknown,Unknown,,,False,,
Guy Ecosse,Ecosse,2,low,Unknown,Unknown,Unknown,,,False,,
Please Call The Voting,Voting,2,low,Unknown,Unknown,Unknown,,,False,,
Wirtz,Wirtz,2,low,Unknown,Unknown,Unknown,,,False,,
If You So Desire,Desire,2,low,Unknown,Unknown,Unknown,,,False,,
Did You Want Me,Me,2,low,Unknown,Unknown,Unknown,,,False,,
So Is There Any,Any,2,low,Unknown,Unknown,Unknown,,,False,,
Fonsi,Fonsi,2,low,Unknown,Unknown,Unknown,,,False,,
Kill,Kill,2,low,Unknown,Unknown,Unknown,,,False,,
We Call The Roll,Roll,2,low,Unknown,Unknown,Unknown,,,False,,
These Two Elements Need,Need,2,low,Unknown,Unknown,Unknown,,,False,,
Yourself,Yourself,2,low,Unknown,Unknown,Unknown,,,False,,
You Can Get,Get,2,low,Unknown,Unknown,Unknown,,,False,,
Okay Is There Any,Any,2,low,Unknown,Unknown,Unknown,,,False,,
Initiative,Initiative,2,low,Unknown,Unknown,Unknown,,,False,,
Do You Want Your,Your,2,low,Unknown,Unknown,Unknown,,,False,,
Pontus,Pontus,2,low,Unknown,Unknown,Unknown,,,False,,
Survived,Survived,2,low,Unknown,Unknown,Unknown,,,False,,
Just To One Question,Question,2,low,Unknown,Unknown,Unknown,,,False,,
Fan,Fan,2,low,Unknown,Unknown,Unknown,,,False,,
Clearly,Clearly,2,low,Unknown,Unknown,Unknown,,,False,,
With Questions,Questions,2,low,Unknown,Unknown,Unknown,,,False,,
Nouvelle,Nouvelle,2,low,Unknown,Unknown,Unknown,,,False,,
So Okay,Okay,2,low,Unknown,Unknown,Unknown,,,False,,
One Of The Comments,Comments,2,low,Unknown,Unknown,Unknown,,,False,,
Specifically,Specifically,2,low,Unknown,Unknown,Unknown,,,False,,
Phonics Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Moran,Moran,2,low,Unknown,Unknown,Unknown,,,False,,
Members So,So,2,low,Unknown,Unknown,Unknown,,,False,,
Has There Been Any,Any,2,low,Unknown,Unknown,Unknown,,,False,,
Gonzales And You Know,Know,2,low,Unknown,Unknown,Unknown,,,False,,
Yazel,Yazel,2,low,Unknown,Unknown,Unknown,,,False,,
Alcorn,Alcorn,2,low,Unknown,Unknown,Unknown,,,False,,
So On Page Four,Four,2,low,Unknown,Unknown,Unknown,,,False,,
Happy To Answer Any,Any,2,low,Unknown,Unknown,Unknown,,,False,,
If We Could Hear,Hear,2,low,Unknown,Unknown,Unknown,,,False,,
At The National Nonprofit,Nonprofit,2,low,Unknown,Unknown,Unknown,,,False,,
For The Answer,Answer,2,low,Unknown,Unknown,Unknown,,,False,,
Hamblen Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Balch,Balch,2,low,Unknown,Unknown,Unknown,,,False,,
If She,She,2,low,Unknown,Unknown,Unknown,,,False,,
With The Natural Resources,Resources,2,low,Unknown,Unknown,Unknown,,,False,,
Shop,Shop,2,low,Unknown,Unknown,Unknown,,,False,,
We'Re Not Gonna,Gonna,2,low,Unknown,Unknown,Unknown,,,False,,
Hefner,Hefner,2,low,Unknown,Unknown,Unknown,,,False,,
Neville But,But,2,low,Unknown,Unknown,Unknown,,,False,,
House Bill One Sixty,Sixty,2,low,Unknown,Unknown,Unknown,,,False,,
Bricks,Bricks,2,low,Unknown,Unknown,Unknown,,,False,,
Well You Know,Know,2,low,Unknown,Unknown,Unknown,,,False,,
Kalman,Kalman,2,low,Unknown,Unknown,Unknown,,,False,,
For Bringing This This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Do Hate,Hate,2,low,Unknown,Unknown,Unknown,,,False,,
Wanting To Make Sure,Sure,2,low,Unknown,Unknown,Unknown,,,False,,
Right Yeah,Yeah,2,low,Unknown,Unknown,Unknown,,,False,,
Gonzales We'Re Gonna,Gonna,2,low,Unknown,Unknown,Unknown,,,False,,
Yeah You Know,Know,2,low,Unknown,Unknown,Unknown,,,False,,
Okay Yeah We'Re,We'Re,2,low,Unknown,Unknown,Unknown,,,False,,
With Expertise And Benefits,Benefits,2,low,Unknown,Unknown,Unknown,,,False,,
Donald,Donald,2,low,Unknown,Unknown,Unknown,,,False,,
Currier,Currier,2,low,Unknown,Unknown,Unknown,,,False,,
Tolman,Tolman,2,low,Unknown,Unknown,Unknown,,,False,,
Okay Well,Well,2,low,Unknown,Unknown,Unknown,,,False,,
For The National Federation,Federation,2,low,Unknown,Unknown,Unknown,,,False,,
Vlada,Vlada,2,low,Unknown,Unknown,Unknown,,,False,,
Adamillo,Adamillo,2,low,Unknown,Unknown,Unknown,,,False,,
Hara,Hara,2,low,Unknown,Unknown,Unknown,,,False,,
Sanchez It,It,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Nancy,Nancy,2,low,Unknown,Unknown,Unknown,,,False,,
Correctly,Correctly,2,low,Unknown,Unknown,Unknown,,,False,,
In The House,House,2,low,Unknown,Unknown,Unknown,,,False,,
Sanchez Excuse,Excuse,2,low,Unknown,Unknown,Unknown,,,False,,
Defendants,Defendants,2,low,Unknown,Unknown,Unknown,,,False,,
Jamil,Jamil,2,low,Unknown,Unknown,Unknown,,,False,,
Barber Mac In Any,Any,2,low,Unknown,Unknown,Unknown,,,False,,
Our Meal,Meal,2,low,Unknown,Unknown,Unknown,,,False,,
You Want To Speak,Speak,2,low,Unknown,Unknown,Unknown,,,False,,
How To Meal That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Considers,Considers,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Missy,Missy,2,low,Unknown,Unknown,Unknown,,,False,,
Peacock,Peacock,2,low,Unknown,Unknown,Unknown,,,False,,
Sanchez For Bringing This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Thompson Are There Any,Any,2,low,Unknown,Unknown,Unknown,,,False,,
Tom And Talked About,About,2,low,Unknown,Unknown,Unknown,,,False,,
Sando Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Hadamio,Hadamio,2,low,Unknown,Unknown,Unknown,,,False,,
Lotus,Lotus,2,low,Unknown,Unknown,Unknown,,,False,,
Honorable Committee Members My,My,2,low,Unknown,Unknown,Unknown,,,False,,
Protem,Protem,2,low,Unknown,Unknown,Unknown,,,False,,
Harlan,Harlan,2,low,Unknown,Unknown,Unknown,,,False,,
Shendo And And This,This,2,low,Unknown,Unknown,Unknown,,,False,,
There We Go,Go,2,low,Unknown,Unknown,Unknown,,,False,,
Holmes,Holmes,2,low,Unknown,Unknown,Unknown,,,False,,
Tion,Tion,2,low,Unknown,Unknown,Unknown,,,False,,
Only,Only,2,low,Unknown,Unknown,Unknown,,,False,,
Hated,Hated,2,low,Unknown,Unknown,Unknown,,,False,,
Like To Move,Move,2,low,Unknown,Unknown,Unknown,,,False,,
Jamio,Jamio,2,low,Unknown,Unknown,Unknown,,,False,,
Sharr,Sharr,2,low,Unknown,Unknown,Unknown,,,False,,
Romeo,Romeo,2,low,Unknown,Unknown,Unknown,,,False,,
Greece,Greece,2,low,Unknown,Unknown,Unknown,,,False,,
Authorized,Authorized,2,low,Unknown,Unknown,Unknown,,,False,,
Had To Me,Me,2,low,Unknown,Unknown,Unknown,,,False,,
As You All Know,Know,2,low,Unknown,Unknown,Unknown,,,False,,
Keith,Keith,2,low,Unknown,Unknown,Unknown,,,False,,
Passes,Passes,2,low,Unknown,Unknown,Unknown,,,False,,
Armio,Armio,2,low,Unknown,Unknown,Unknown,,,False,,
Du Hicks,Hicks,2,low,Unknown,Unknown,Unknown,,,False,,
Colleagues,Colleagues,2,low,Unknown,Unknown,Unknown,,,False,,
Schmide,Schmide,2,low,Unknown,Unknown,Unknown,,,False,,
Worley,Worley,2,low,Unknown,Unknown,Unknown,,,False,,
Seneal,Seneal,2,low,Unknown,Unknown,Unknown,,,False,,
Ivey Soto So,So,2,low,Unknown,Unknown,Unknown,,,False,,
Rate,Rate,2,low,Unknown,Unknown,Unknown,,,False,,
Tom And For Bringing,Bringing,2,low,Unknown,Unknown,Unknown,,,False,,
Toman,Toman,2,low,Unknown,Unknown,Unknown,,,False,,
For Los Alamos County,County,2,low,Unknown,Unknown,Unknown,,,False,,
Home And Are You,You,2,low,Unknown,Unknown,Unknown,,,False,,
Said There,There,2,low,Unknown,Unknown,Unknown,,,False,,
Gonzales Senate Bill One,One,2,low,Unknown,Unknown,Unknown,,,False,,
Malley,Malley,2,low,Unknown,Unknown,Unknown,,,False,,
For The North Central,Central,2,low,Unknown,Unknown,Unknown,,,False,,
Has Done,Done,2,low,Unknown,Unknown,Unknown,,,False,,
For Economic Development,Development,2,low,Unknown,Unknown,Unknown,,,False,,
Cologne,Cologne,2,low,Unknown,Unknown,Unknown,,,False,,
Members Matt Thompson,Thompson,2,low,Unknown,Unknown,Unknown,,,False,,
Nyberg,Nyberg,2,low,Unknown,Unknown,Unknown,,,False,,
Read Don George,George,2,low,Unknown,Unknown,Unknown,,,False,,
Work Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Sanchez Is Not Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Stephanni,Stephanni,2,low,Unknown,Unknown,Unknown,,,False,,
Trejo,Trejo,2,low,Unknown,Unknown,Unknown,,,False,,
Tracy Ho,Ho,2,low,Unknown,Unknown,Unknown,,,False,,
So House Bill Two,Two,2,low,Unknown,Unknown,Unknown,,,False,,
Just For Clarification,Clarification,2,low,Unknown,Unknown,Unknown,,,False,,
State Affairs For Pharmaceutical,Pharmaceutical,2,low,Unknown,Unknown,Unknown,,,False,,
Thompson But,But,2,low,Unknown,Unknown,Unknown,,,False,,
Bye,Bye,2,low,Unknown,Unknown,Unknown,,,False,,
Hermiel,Hermiel,2,low,Unknown,Unknown,Unknown,,,False,,
Jara Meal,Meal,2,low,Unknown,Unknown,Unknown,,,False,,
You Have Been Amended,Amended,2,low,Unknown,Unknown,Unknown,,,False,,
Al Park Registered Lobbyist,Lobbyist,2,low,Unknown,Unknown,Unknown,,,False,,
Google,Google,2,low,Unknown,Unknown,Unknown,,,False,,
Torres Valesques,Valesques,2,low,Unknown,Unknown,Unknown,,,False,,
For Val Caballero,Caballero,2,low,Unknown,Unknown,Unknown,,,False,,
Give Us,Us,2,low,Unknown,Unknown,Unknown,,,False,,
Yeah Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Lame,Lame,2,low,Unknown,Unknown,Unknown,,,False,,
Maturing,Maturing,2,low,Unknown,Unknown,Unknown,,,False,,
Bacca,Bacca,2,low,Unknown,Unknown,Unknown,,,False,,
House District Thirty Four,Four,2,low,Unknown,Unknown,Unknown,,,False,,
For Sure,Sure,2,low,Unknown,Unknown,Unknown,,,False,,
All Of Our Tribal,Tribal,2,low,Unknown,Unknown,Unknown,,,False,,
Cannot,Cannot,2,low,Unknown,Unknown,Unknown,,,False,,
For The Carriage Children,Children,2,low,Unknown,Unknown,Unknown,,,False,,
Robocup,Robocup,2,low,Unknown,Unknown,Unknown,,,False,,
Exam,Exam,2,low,Unknown,Unknown,Unknown,,,False,,
Just Wanted To Make,Make,2,low,Unknown,Unknown,Unknown,,,False,,
Chris Balzano,Balzano,2,low,Unknown,Unknown,Unknown,,,False,,
Jacqueline Costales,Costales,2,low,Unknown,Unknown,Unknown,,,False,,
Medical Maria,Maria,2,low,Unknown,Unknown,Unknown,,,False,,
With Any In New,New,2,low,Unknown,Unknown,Unknown,,,False,,
Sweetser For Bringing This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Subsection,Subsection,2,low,Unknown,Unknown,Unknown,,,False,,
For The American Lung,Lung,2,low,Unknown,Unknown,Unknown,,,False,,
Roach,Roach,2,low,Unknown,Unknown,Unknown,,,False,,
Yeah Sure,Sure,2,low,Unknown,Unknown,Unknown,,,False,,
For Educators Rising,Rising,2,low,Unknown,Unknown,Unknown,,,False,,
If We Could Get,Get,2,low,Unknown,Unknown,Unknown,,,False,,
Melton On The Twenty,Twenty,2,low,Unknown,Unknown,Unknown,,,False,,
Mino Almoya,Almoya,2,low,Unknown,Unknown,Unknown,,,False,,
Coach,Coach,2,low,Unknown,Unknown,Unknown,,,False,,
We Think It,It,2,low,Unknown,Unknown,Unknown,,,False,,
Via,Via,2,low,Unknown,Unknown,Unknown,,,False,,
For Approval,Approval,2,low,Unknown,Unknown,Unknown,,,False,,
Warrants,Warrants,2,low,Unknown,Unknown,Unknown,,,False,,
Lines,Lines,2,low,Unknown,Unknown,Unknown,,,False,,
Headed,Headed,2,low,Unknown,Unknown,Unknown,,,False,,
On Page Eight,Eight,2,low,Unknown,Unknown,Unknown,,,False,,
Out On Daily Life,Life,2,low,Unknown,Unknown,Unknown,,,False,,
For The Public Simply,Simply,2,low,Unknown,Unknown,Unknown,,,False,,
For Bringing This Very,Very,2,low,Unknown,Unknown,Unknown,,,False,,
Jeannie Oaks,Oaks,2,low,Unknown,Unknown,Unknown,,,False,,
Dalal,Dalal,2,low,Unknown,Unknown,Unknown,,,False,,
For This Opportunity,Opportunity,2,low,Unknown,Unknown,Unknown,,,False,,
At The Higher Education,Education,2,low,Unknown,Unknown,Unknown,,,False,,
Yeah That,That,2,low,Unknown,Unknown,Unknown,,,False,,
New Mexico Council University,University,2,low,Unknown,Unknown,Unknown,,,False,,
Typically,Typically,2,low,Unknown,Unknown,Unknown,,,False,,
Spitzer Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Prevention For The New,New,2,low,Unknown,Unknown,Unknown,,,False,,
At The Public Education,Education,2,low,Unknown,Unknown,Unknown,,,False,,
You Call The Roll,Roll,2,low,Unknown,Unknown,Unknown,,,False,,
Ultimately,Ultimately,2,low,Unknown,Unknown,Unknown,,,False,,
New Mexico State University,University,2,low,Unknown,Unknown,Unknown,,,False,,
Last Time,Time,2,low,Unknown,Unknown,Unknown,,,False,,
Russia,Russia,2,low,Unknown,Unknown,Unknown,,,False,,
Roch,Roch,2,low,Unknown,Unknown,Unknown,,,False,,
But No,No,2,low,Unknown,Unknown,Unknown,,,False,,
Heather Bassett,Bassett,2,low,Unknown,Unknown,Unknown,,,False,,
On Page One Line,Line,2,low,Unknown,Unknown,Unknown,,,False,,
You For Bringing This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Speak But,But,2,low,Unknown,Unknown,Unknown,,,False,,
May Speak,Speak,2,low,Unknown,Unknown,Unknown,,,False,,
Talk To To Speak,Speak,2,low,Unknown,Unknown,Unknown,,,False,,
Either,Either,2,low,Unknown,Unknown,Unknown,,,False,,
Caldwell With Eastern New,New,2,low,Unknown,Unknown,Unknown,,,False,,
Torres Valese,Valese,2,low,Unknown,Unknown,Unknown,,,False,,
For Indian Affairs,Affairs,2,low,Unknown,Unknown,Unknown,,,False,,
For Indian Education,Education,2,low,Unknown,Unknown,Unknown,,,False,,
For Bringing This Forth,Forth,2,low,Unknown,Unknown,Unknown,,,False,,
For Policy And Growing,Growing,2,low,Unknown,Unknown,Unknown,,,False,,
Robert Bait,Bait,2,low,Unknown,Unknown,Unknown,,,False,,
Campos You May Proceed,Proceed,2,low,Unknown,Unknown,Unknown,,,False,,
Warner,Warner,2,low,Unknown,Unknown,Unknown,,,False,,
Raised,Raised,2,low,Unknown,Unknown,Unknown,,,False,,
If You Will Please,Please,2,low,Unknown,Unknown,Unknown,,,False,,
Wheatley,Wheatley,2,low,Unknown,Unknown,Unknown,,,False,,
On The Board,Board,2,low,Unknown,Unknown,Unknown,,,False,,
Neville If You'Ll,You'Ll,2,low,Unknown,Unknown,Unknown,,,False,,
Soltz,Soltz,2,low,Unknown,Unknown,Unknown,,,False,,
Soul Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Branch,Branch,2,low,Unknown,Unknown,Unknown,,,False,,
Cells,Cells,2,low,Unknown,Unknown,Unknown,,,False,,
With At Least,Least,2,low,Unknown,Unknown,Unknown,,,False,,
Marcus,Marcus,2,low,Unknown,Unknown,Unknown,,,False,,
Peril,Peril,2,low,Unknown,Unknown,Unknown,,,False,,
Cleveland In My District,District,2,low,Unknown,Unknown,Unknown,,,False,,
Department Of Workforce Solutions,Solutions,2,low,Unknown,Unknown,Unknown,,,False,,
Pandemic,Pandemic,2,low,Unknown,Unknown,Unknown,,,False,,
Soulles,Soulles,2,low,Unknown,Unknown,Unknown,,,False,,
Then You Know Send,Send,2,low,Unknown,Unknown,Unknown,,,False,,
Goodman,Goodman,2,low,Unknown,Unknown,Unknown,,,False,,
Rommel,Rommel,2,low,Unknown,Unknown,Unknown,,,False,,
Almost,Almost,2,low,Unknown,Unknown,Unknown,,,False,,
Mestis,Mestis,2,low,Unknown,Unknown,Unknown,,,False,,
For Being In This,This,2,low,Unknown,Unknown,Unknown,,,False,,
At The Children Youth,Youth,2,low,Unknown,Unknown,Unknown,,,False,,
Young,Young,2,low,Unknown,Unknown,Unknown,,,False,,
Store If You Would,Would,2,low,Unknown,Unknown,Unknown,,,False,,
For The Independent Community,Community,2,low,Unknown,Unknown,Unknown,,,False,,
Booth,Booth,2,low,Unknown,Unknown,Unknown,,,False,,
My Estes Senate Bill,Bill,2,low,Unknown,Unknown,Unknown,,,False,,
Ridge,Ridge,2,low,Unknown,Unknown,Unknown,,,False,,
Gonzales He,He,2,low,Unknown,Unknown,Unknown,,,False,,
Gonzales And Then We,We,2,low,Unknown,Unknown,Unknown,,,False,,
Sure Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Chando,Chando,2,low,Unknown,Unknown,Unknown,,,False,,
Tobias Simbozia,Simbozia,2,low,Unknown,Unknown,Unknown,,,False,,
Accomplished,Accomplished,2,low,Unknown,Unknown,Unknown,,,False,,
Do Hig,Hig,2,low,Unknown,Unknown,Unknown,,,False,,
Campos Let,Let,2,low,Unknown,Unknown,Unknown,,,False,,
Want This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Bill Sure From Senate,Senate,2,low,Unknown,Unknown,Unknown,,,False,,
Ones,Ones,2,low,Unknown,Unknown,Unknown,,,False,,
Just Couple Quick Questions,Questions,2,low,Unknown,Unknown,Unknown,,,False,,
Appropriation,Appropriation,2,low,Unknown,Unknown,Unknown,,,False,,
Harrison,Harrison,2,low,Unknown,Unknown,Unknown,,,False,,
Go Right Ahead,Ahead,2,low,Unknown,Unknown,Unknown,,,False,,
Gonzales Made,Made,2,low,Unknown,Unknown,Unknown,,,False,,
Agee,Agee,2,low,Unknown,Unknown,Unknown,,,False,,
Could Be,Be,2,low,Unknown,Unknown,Unknown,,,False,,
Campos And Then We,We,2,low,Unknown,Unknown,Unknown,,,False,,
For Native American Affairs,Affairs,2,low,Unknown,Unknown,Unknown,,,False,,
Sanborn,Sanborn,2,low,Unknown,Unknown,Unknown,,,False,,
On You,You,2,low,Unknown,Unknown,Unknown,,,False,,
For The Mortgage Finance,Finance,2,low,Unknown,Unknown,Unknown,,,False,,
Experience,Experience,2,low,Unknown,Unknown,Unknown,,,False,,
Martha Quintana And Our,Our,2,low,Unknown,Unknown,Unknown,,,False,,
Designate Of The New,New,2,low,Unknown,Unknown,Unknown,,,False,,
Senate District Twenty Eight,Eight,2,low,Unknown,Unknown,Unknown,,,False,,
Just Want To Make,Make,2,low,Unknown,Unknown,Unknown,,,False,,
When You Have Someone,Someone,2,low,Unknown,Unknown,Unknown,,,False,,
Campos Is Not Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
One Of The Largest,Largest,2,low,Unknown,Unknown,Unknown,,,False,,
Nolan,Nolan,2,low,Unknown,Unknown,Unknown,,,False,,
Tyson,Tyson,2,low,Unknown,Unknown,Unknown,,,False,,
For All Your Hard,Hard,2,low,Unknown,Unknown,Unknown,,,False,,
But To That Point,Point,2,low,Unknown,Unknown,Unknown,,,False,,
For That Explanation,Explanation,2,low,Unknown,Unknown,Unknown,,,False,,
Trill,Trill,2,low,Unknown,Unknown,Unknown,,,False,,
Gonzales Excuse,Excuse,2,low,Unknown,Unknown,Unknown,,,False,,
By The Votes,Votes,2,low,Unknown,Unknown,Unknown,,,False,,
Signs The Bill It,It,2,low,Unknown,Unknown,Unknown,,,False,,
Has Indicated,Indicated,2,low,Unknown,Unknown,Unknown,,,False,,
Tobias And Botsia,Botsia,2,low,Unknown,Unknown,Unknown,,,False,,
Shedo,Shedo,2,low,Unknown,Unknown,Unknown,,,False,,
Padia,Padia,2,low,Unknown,Unknown,Unknown,,,False,,
Shendo Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
You Want To Add,Add,2,low,Unknown,Unknown,Unknown,,,False,,
Jessica,Jessica,2,low,Unknown,Unknown,Unknown,,,False,,
You'Re Talking About,About,2,low,Unknown,Unknown,Unknown,,,False,,
Goodness,Goodness,2,low,Unknown,Unknown,Unknown,,,False,,
Gray With The Lfc,Lfc,2,low,Unknown,Unknown,Unknown,,,False,,
Committee Members We'Re,We'Re,2,low,Unknown,Unknown,Unknown,,,False,,
Ponyo,Ponyo,2,low,Unknown,Unknown,Unknown,,,False,,
For Any Additional Comments,Comments,2,low,Unknown,Unknown,Unknown,,,False,,
Just Going To Go,Go,2,low,Unknown,Unknown,Unknown,,,False,,
Valley,Valley,2,low,Unknown,Unknown,Unknown,,,False,,
You Have Any Questions,Questions,2,low,Unknown,Unknown,Unknown,,,False,,
Pardon,Pardon,2,low,Unknown,Unknown,Unknown,,,False,,
Doing There,There,2,low,Unknown,Unknown,Unknown,,,False,,
All Movie Do Pass,Pass,2,low,Unknown,Unknown,Unknown,,,False,,
Linder,Linder,2,low,Unknown,Unknown,Unknown,,,False,,
Total,Total,2,low,Unknown,Unknown,Unknown,,,False,,
Burst,Burst,2,low,Unknown,Unknown,Unknown,,,False,,
Tariff,Tariff,2,low,Unknown,Unknown,Unknown,,,False,,
Suggestion,Suggestion,2,low,Unknown,Unknown,Unknown,,,False,,
At The Legislative Finance,Finance,2,low,Unknown,Unknown,Unknown,,,False,,
Trees,Trees,2,low,Unknown,Unknown,Unknown,,,False,,
In Front Of Us,Us,2,low,Unknown,Unknown,Unknown,,,False,,
Likes,Likes,2,low,Unknown,Unknown,Unknown,,,False,,
Maesters,Maesters,2,low,Unknown,Unknown,Unknown,,,False,,
We Just Have One,One,2,low,Unknown,Unknown,Unknown,,,False,,
You It,It,2,low,Unknown,Unknown,Unknown,,,False,,
He Can Answer That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Number That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Cabos,Cabos,2,low,Unknown,Unknown,Unknown,,,False,,
Bay,Bay,2,low,Unknown,Unknown,Unknown,,,False,,
We Have Some Amendments,Amendments,2,low,Unknown,Unknown,Unknown,,,False,,
With That Would Be,Be,2,low,Unknown,Unknown,Unknown,,,False,,
Dodge And Other Guests,Guests,2,low,Unknown,Unknown,Unknown,,,False,,
In This Instance,Instance,2,low,Unknown,Unknown,Unknown,,,False,,
Deserves,Deserves,2,low,Unknown,Unknown,Unknown,,,False,,
We'Ve Been Talking,Talking,2,low,Unknown,Unknown,Unknown,,,False,,
You Know If You,You,2,low,Unknown,Unknown,Unknown,,,False,,
Army,Army,2,low,Unknown,Unknown,Unknown,,,False,,
For The Retiree Health,Health,2,low,Unknown,Unknown,Unknown,,,False,,
Stansky,Stansky,2,low,Unknown,Unknown,Unknown,,,False,,
Jernigan,Jernigan,2,low,Unknown,Unknown,Unknown,,,False,,
Thompson For Introducing This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Todos Os,Os,2,low,Unknown,Unknown,Unknown,,,False,,
Thompson Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
May Make,Make,2,low,Unknown,Unknown,Unknown,,,False,,
Bronwyn Neeser,Neeser,2,low,Unknown,Unknown,Unknown,,,False,,
Permitted,Permitted,2,low,Unknown,Unknown,Unknown,,,False,,
