name,last_name,frequency,confidence,chamber,party,district,years_active,committees,verified,notes,variants
Capos,Capos,5,medium,Unknown,Unknown,Unknown,,,False,,
Place,Place,5,medium,Unknown,Unknown,Unknown,,,False,,Sweetser Place
Brands,Brands,5,medium,Unknown,Unknown,Unknown,,,False,,
Somebody,Somebody,5,medium,Unknown,Unknown,Unknown,,,False,,
Braley,Braley,5,medium,Unknown,Unknown,Unknown,,,False,,
You Guys,Guys,5,medium,Unknown,Unknown,Unknown,,,False,,You Guys Too
From District One,One,5,medium,Unknown,Unknown,Unknown,,,False,,From District One Which
Lata,Lata,5,medium,Unknown,Unknown,Unknown,,,False,,
Directly,Directly,5,medium,Unknown,Unknown,Unknown,,,False,,Direct
Gear,Gear,5,medium,Unknown,Unknown,Unknown,,,False,,
Burn Sting,Sting,5,medium,Unknown,Unknown,Unknown,,,False,,Ellen Burn Sting
For Bring This Forward,Forward,5,medium,Unknown,Unknown,Unknown,,,False,,
So House Bill One,One,5,medium,Unknown,Unknown,Unknown,,,False,,On House Bill One
On The Task Force,Force,5,medium,Unknown,Unknown,Unknown,,,False,,Task Force
Your Bill Is Amended,Amended,5,medium,Unknown,Unknown,Unknown,,,False,,Your Bill
Pulp,Pulp,5,medium,Unknown,Unknown,Unknown,,,False,,
With Us,Us,5,medium,Unknown,Unknown,Unknown,,,False,,For Being With Us
Van Winkle,Winkle,5,medium,Unknown,Unknown,Unknown,,,False,,
Steinmo,Steinmo,5,medium,Unknown,Unknown,Unknown,,,False,,Steinmore
Campos Votes No,No,5,medium,Unknown,Unknown,Unknown,,,False,,
Stein Board,Board,5,medium,Unknown,Unknown,Unknown,,,False,,
Yas,Yas,5,medium,Unknown,Unknown,Unknown,,,False,,
Trull,Trull,5,medium,Unknown,Unknown,Unknown,,,False,,
Tobias Sibozia,Sibozia,5,medium,Unknown,Unknown,Unknown,,,False,,Tobias Sibosia
Tobias And Botia,Botia,5,medium,Unknown,Unknown,Unknown,,,False,,Tobias And Bosia
Turner,Turner,5,medium,Unknown,Unknown,Unknown,,,False,,
Cakes,Cakes,5,medium,Unknown,Unknown,Unknown,,,False,,
Richard Larson,Larson,5,medium,Unknown,Unknown,Unknown,,,False,,
On Page Two,Two,5,medium,Unknown,Unknown,Unknown,,,False,,On Page Two Line
Mccoy,Mccoy,5,medium,Unknown,Unknown,Unknown,,,False,,
For The Mexico Chamber,Chamber,5,medium,Unknown,Unknown,Unknown,,,False,,
Connelly,Connelly,5,medium,Unknown,Unknown,Unknown,,,False,,Connolly
For The National Rifle,Rifle,5,medium,Unknown,Unknown,Unknown,,,False,,
Mechanic,Mechanic,5,medium,Unknown,Unknown,Unknown,,,False,,Mechanic Can
Just Got,Got,5,medium,Unknown,Unknown,Unknown,,,False,,
You Have Six Yeses,Yeses,5,medium,Unknown,Unknown,Unknown,,,False,,You Have Six Yess
Speaker No,No,5,medium,Unknown,Unknown,Unknown,,,False,,Speaker So
Katana,Katana,5,medium,Unknown,Unknown,Unknown,,,False,,
Re Yes,Yes,5,medium,Unknown,Unknown,Unknown,,,False,,
Outcome,Outcome,5,medium,Unknown,Unknown,Unknown,,,False,,Outcomes
Meetings,Meetings,4,medium,Unknown,Unknown,Unknown,,,False,,
Creates,Creates,4,medium,Unknown,Unknown,Unknown,,,False,,Created
Marco,Marco,4,medium,Unknown,Unknown,Unknown,,,False,,
But Yeah,Yeah,4,medium,Unknown,Unknown,Unknown,,,False,,
Chap,Chap,4,medium,Unknown,Unknown,Unknown,,,False,,Chapter
Vinaya,Vinaya,4,medium,Unknown,Unknown,Unknown,,,False,,
Terrible,Terrible,4,medium,Unknown,Unknown,Unknown,,,False,,
Reid,Reid,4,medium,Unknown,Unknown,Unknown,,,False,,
Mclaughlin,Mclaughlin,4,medium,Unknown,Unknown,Unknown,,,False,,
At Cottonwood Classical Preparatory,Preparatory,4,medium,Unknown,Unknown,Unknown,,,False,,Class
With That We'Re,We'Re,4,medium,Unknown,Unknown,Unknown,,,False,,With That We'Ll
Latta,Latta,4,medium,Unknown,Unknown,Unknown,,,False,,
Borego,Borego,4,medium,Unknown,Unknown,Unknown,,,False,,
Gates,Gates,4,medium,Unknown,Unknown,Unknown,,,False,,
Briding,Briding,4,medium,Unknown,Unknown,Unknown,,,False,,
Within The New Mexico,Mexico,4,medium,Unknown,Unknown,Unknown,,,False,,Within
You Indicated,Indicated,4,medium,Unknown,Unknown,Unknown,,,False,,Indicated
Earned,Earned,4,medium,Unknown,Unknown,Unknown,,,False,,
Anderson It,It,4,medium,Unknown,Unknown,Unknown,,,False,,
For Her Comments,Comments,4,medium,Unknown,Unknown,Unknown,,,False,,
Moving Into,Into,4,medium,Unknown,Unknown,Unknown,,,False,,Into
For The Lfc Recommendation,Recommendation,4,medium,Unknown,Unknown,Unknown,,,False,,For The Llc Recommendation
For The Environment Department,Department,4,medium,Unknown,Unknown,Unknown,,,False,,
Accrues,Accrues,4,medium,Unknown,Unknown,Unknown,,,False,,
Roper,Roper,4,medium,Unknown,Unknown,Unknown,,,False,,
Designate For The Economic,Economic,4,medium,Unknown,Unknown,Unknown,,,False,,Economic
Church,Church,4,medium,Unknown,Unknown,Unknown,,,False,,
Pettigrew And Then Ranking,Ranking,4,medium,Unknown,Unknown,Unknown,,,False,,Ran
Level,Level,4,medium,Unknown,Unknown,Unknown,,,False,,
Ivory,Ivory,4,medium,Unknown,Unknown,Unknown,,,False,,
For Northern Regional Housing,Housing,4,medium,Unknown,Unknown,Unknown,,,False,,Region
Herman,Herman,4,medium,Unknown,Unknown,Unknown,,,False,,
Capture,Capture,4,medium,Unknown,Unknown,Unknown,,,False,,
Burlington,Burlington,4,medium,Unknown,Unknown,Unknown,,,False,,Bur
You Have To Do,Do,4,medium,Unknown,Unknown,Unknown,,,False,,
We'Ve Got,Got,4,medium,Unknown,Unknown,Unknown,,,False,,
Yeah Yes,Yes,4,medium,Unknown,Unknown,Unknown,,,False,,
For Department Of Information,Information,4,medium,Unknown,Unknown,Unknown,,,False,,
Peter Schoenberg,Schoenberg,4,medium,Unknown,Unknown,Unknown,,,False,,Peter
For That Clarification,Clarification,4,medium,Unknown,Unknown,Unknown,,,False,,
For That So,So,4,medium,Unknown,Unknown,Unknown,,,False,,For That So If
In The State Budget,Budget,4,medium,Unknown,Unknown,Unknown,,,False,,In The State
House District Sixty Nine,Nine,4,medium,Unknown,Unknown,Unknown,,,False,,Six
Last Year,Year,4,medium,Unknown,Unknown,Unknown,,,False,,
Kirk,Kirk,4,medium,Unknown,Unknown,Unknown,,,False,,
Term,Term,4,medium,Unknown,Unknown,Unknown,,,False,,Term Bash Yes
Vodka,Vodka,4,medium,Unknown,Unknown,Unknown,,,False,,
Charity,Charity,4,medium,Unknown,Unknown,Unknown,,,False,,
Chardon Clark,Clark,4,medium,Unknown,Unknown,Unknown,,,False,,
Probst,Probst,4,medium,Unknown,Unknown,Unknown,,,False,,
Sarato,Sarato,4,medium,Unknown,Unknown,Unknown,,,False,,
With Nea New Mexico,Mexico,4,medium,Unknown,Unknown,Unknown,,,False,,
Salazar,Salazar,4,medium,Unknown,Unknown,Unknown,,,False,,
Field,Field,4,medium,Unknown,Unknown,Unknown,,,False,,
Wrote,Wrote,4,medium,Unknown,Unknown,Unknown,,,False,,
Gerald,Gerald,4,medium,Unknown,Unknown,Unknown,,,False,,My Name Is Gerald
Okay Great,Great,4,medium,Unknown,Unknown,Unknown,,,False,,
Although,Although,4,medium,Unknown,Unknown,Unknown,,,False,,Although It
Area,Area,4,medium,Unknown,Unknown,Unknown,,,False,,From Los Crucis Area
Amanda,Amanda,4,medium,Unknown,Unknown,Unknown,,,False,,Members The Committee Amanda
Roger,Roger,4,medium,Unknown,Unknown,Unknown,,,False,,
Members Of The Public,Public,4,medium,Unknown,Unknown,Unknown,,,False,,Public
Pays,Pays,4,medium,Unknown,Unknown,Unknown,,,False,,Pay
Abbott,Abbott,4,medium,Unknown,Unknown,Unknown,,,False,,
Romo,Romo,4,medium,Unknown,Unknown,Unknown,,,False,,
Harder,Harder,4,medium,Unknown,Unknown,Unknown,,,False,,Har
Live,Live,4,medium,Unknown,Unknown,Unknown,,,False,,For The Livestock Board
Harm You,You,4,medium,Unknown,Unknown,Unknown,,,False,,
Ranking Member,Member,4,medium,Unknown,Unknown,Unknown,,,False,,
Jeannie Oakes,Oakes,4,medium,Unknown,Unknown,Unknown,,,False,,
Up Yes,Yes,4,medium,Unknown,Unknown,Unknown,,,False,,
Fitzgerald,Fitzgerald,4,medium,Unknown,Unknown,Unknown,,,False,,
Talk About,About,4,medium,Unknown,Unknown,Unknown,,,False,,Great To Talk About
Members Thank You So,So,4,medium,Unknown,Unknown,Unknown,,,False,,Members Thank You All
Francisco,Francisco,4,medium,Unknown,Unknown,Unknown,,,False,,Francis
Vasquez,Vasquez,4,medium,Unknown,Unknown,Unknown,,,False,,Torres Vasquez
Nichols,Nichols,4,medium,Unknown,Unknown,Unknown,,,False,,
On This Amendment,Amendment,4,medium,Unknown,Unknown,Unknown,,,False,,Amendment
My Questions Been Answered,Answered,4,medium,Unknown,Unknown,Unknown,,,False,,My Questions Were Answered
Brigman,Brigman,4,medium,Unknown,Unknown,Unknown,,,False,,Bregman
Harry,Harry,4,medium,Unknown,Unknown,Unknown,,,False,,Harry Antonio Junior
Versi Aga,Aga,4,medium,Unknown,Unknown,Unknown,,,False,,Versi
For Finance Administration,Administration,4,medium,Unknown,Unknown,Unknown,,,False,,Finance
Hochman Vigil And Then,Then,4,medium,Unknown,Unknown,Unknown,,,False,,
We Won,Won,4,medium,Unknown,Unknown,Unknown,,,False,,Won
Doubt,Doubt,4,medium,Unknown,Unknown,Unknown,,,False,,
Rock,Rock,4,medium,Unknown,Unknown,Unknown,,,False,,
Excellent,Excellent,4,medium,Unknown,Unknown,Unknown,,,False,,Did An Excellent Job
Probes,Probes,4,medium,Unknown,Unknown,Unknown,,,False,,
You Know You'Ve,You'Ve,4,medium,Unknown,Unknown,Unknown,,,False,,You Know You'Re
You Have An Amended,Amended,4,medium,Unknown,Unknown,Unknown,,,False,,
But We,We,4,medium,Unknown,Unknown,Unknown,,,False,,
Not That,That,4,medium,Unknown,Unknown,Unknown,,,False,,
If He Can Make,Make,4,medium,Unknown,Unknown,Unknown,,,False,,He Can
Mais,Mais,4,medium,Unknown,Unknown,Unknown,,,False,,
You Have To Pass,Pass,4,medium,Unknown,Unknown,Unknown,,,False,,
House Bill One Ninety,Ninety,4,medium,Unknown,Unknown,Unknown,,,False,,House Bill One Eighty
Speaker Think You'Re,You'Re,4,medium,Unknown,Unknown,Unknown,,,False,,Think
Final Tell His Ten,Ten,4,medium,Unknown,Unknown,Unknown,,,False,,Tell
Clinton,Clinton,4,medium,Unknown,Unknown,Unknown,,,False,,
We Need,Need,4,medium,Unknown,Unknown,Unknown,,,False,,
You Are Muted,Muted,4,medium,Unknown,Unknown,Unknown,,,False,,
Sure That,That,4,medium,Unknown,Unknown,Unknown,,,False,,Make Sure That All
Guided Us,Us,4,medium,Unknown,Unknown,Unknown,,,False,,
Here That,That,4,medium,Unknown,Unknown,Unknown,,,False,,
Powell,Powell,4,medium,Unknown,Unknown,Unknown,,,False,,
Mondays,Mondays,4,medium,Unknown,Unknown,Unknown,,,False,,
Serve On This,This,4,medium,Unknown,Unknown,Unknown,,,False,,
Compass,Compass,4,medium,Unknown,Unknown,Unknown,,,False,,
New Mexico Interfaith Power,Power,4,medium,Unknown,Unknown,Unknown,,,False,,
Phonics Test,Test,4,medium,Unknown,Unknown,Unknown,,,False,,Phonics
Campos Are You Here,Here,4,medium,Unknown,Unknown,Unknown,,,False,,You Here
Carpenter,Carpenter,4,medium,Unknown,Unknown,Unknown,,,False,,Carpenter May Have Some
Gibson,Gibson,4,medium,Unknown,Unknown,Unknown,,,False,,
Sanchez Here,Here,4,medium,Unknown,Unknown,Unknown,,,False,,
Nobel,Nobel,4,medium,Unknown,Unknown,Unknown,,,False,,Nobel Yes
Marks,Marks,4,medium,Unknown,Unknown,Unknown,,,False,,
But Yes,Yes,4,medium,Unknown,Unknown,Unknown,,,False,,
Taking,Taking,4,medium,Unknown,Unknown,Unknown,,,False,,Taking Role
Just Like,Like,4,medium,Unknown,Unknown,Unknown,,,False,,Just Like To Introduce
Dantonio,Dantonio,4,medium,Unknown,Unknown,Unknown,,,False,,Dan
Lisa Kakari Stone,Stone,4,medium,Unknown,Unknown,Unknown,,,False,,Lisa
Wheeler,Wheeler,4,medium,Unknown,Unknown,Unknown,,,False,,
Rael,Rael,4,medium,Unknown,Unknown,Unknown,,,False,,
There Is An Amendment,Amendment,4,medium,Unknown,Unknown,Unknown,,,False,,
Rand,Rand,4,medium,Unknown,Unknown,Unknown,,,False,,Committee Members Randy Trainer
Stephanix,Stephanix,4,medium,Unknown,Unknown,Unknown,,,False,,Stephanie
Harramio,Harramio,4,medium,Unknown,Unknown,Unknown,,,False,,Harrami
Mail,Mail,4,medium,Unknown,Unknown,Unknown,,,False,,
How To Be Able,Able,4,medium,Unknown,Unknown,Unknown,,,False,,How To Be
Minos,Minos,4,medium,Unknown,Unknown,Unknown,,,False,,
Hearty Meal,Meal,4,medium,Unknown,Unknown,Unknown,,,False,,
Burns,Burns,4,medium,Unknown,Unknown,Unknown,,,False,,Stein Burns
On The Amendment,Amendment,4,medium,Unknown,Unknown,Unknown,,,False,,Discussion On The Amendment
Just Described,Described,4,medium,Unknown,Unknown,Unknown,,,False,,Described
For The Human Services,Services,4,medium,Unknown,Unknown,Unknown,,,False,,
My Name Is Justin,Justin,4,medium,Unknown,Unknown,Unknown,,,False,,My Name Is Just
Neil,Neil,4,medium,Unknown,Unknown,Unknown,,,False,,
Tomlinson,Tomlinson,4,medium,Unknown,Unknown,Unknown,,,False,,
Bolton,Bolton,4,medium,Unknown,Unknown,Unknown,,,False,,
Leo How To Meal,Meal,4,medium,Unknown,Unknown,Unknown,,,False,,Leo How To Me
In New Mexico Voices,Voices,4,medium,Unknown,Unknown,Unknown,,,False,,
Shortage,Shortage,4,medium,Unknown,Unknown,Unknown,,,False,,
Do Hick,Hick,4,medium,Unknown,Unknown,Unknown,,,False,,Do Heck
Glass And Deborah Thorn,Thorn,4,medium,Unknown,Unknown,Unknown,,,False,,Glass
But But,But,4,medium,Unknown,Unknown,Unknown,,,False,,
Doha,Doha,4,medium,Unknown,Unknown,Unknown,,,False,,
Harmony,Harmony,4,medium,Unknown,Unknown,Unknown,,,False,,Harmon
Just Wanted To Let,Let,4,medium,Unknown,Unknown,Unknown,,,False,,Just Wanted
From Taxation And Revenue,Revenue,4,medium,Unknown,Unknown,Unknown,,,False,,Tax
Risel,Risel,4,medium,Unknown,Unknown,Unknown,,,False,,
Barker,Barker,4,medium,Unknown,Unknown,Unknown,,,False,,
Speaker That,That,4,medium,Unknown,Unknown,Unknown,,,False,,Speaker That We Do
If You Would Call,Call,4,medium,Unknown,Unknown,Unknown,,,False,,
Bell,Bell,4,medium,Unknown,Unknown,Unknown,,,False,,
Hope,Hope,4,medium,Unknown,Unknown,Unknown,,,False,,Committee Members We Hope
Figura,Figura,4,medium,Unknown,Unknown,Unknown,,,False,,
With Nea In New,New,4,medium,Unknown,Unknown,Unknown,,,False,,
Andrea,Andrea,4,medium,Unknown,Unknown,Unknown,,,False,,
With Any New Mexico,Mexico,4,medium,Unknown,Unknown,Unknown,,,False,,
But If,If,4,medium,Unknown,Unknown,Unknown,,,False,,
Roel Caballero,Caballero,4,medium,Unknown,Unknown,Unknown,,,False,,Roel
Lana,Lana,4,medium,Unknown,Unknown,Unknown,,,False,,Lanai
Boom,Boom,4,medium,Unknown,Unknown,Unknown,,,False,,
Novi,Novi,4,medium,Unknown,Unknown,Unknown,,,False,,Novin
Ellen,Ellen,4,medium,Unknown,Unknown,Unknown,,,False,,
You Too,Too,4,medium,Unknown,Unknown,Unknown,,,False,,
Gonzales Are You There,There,4,medium,Unknown,Unknown,Unknown,,,False,,
Korea,Korea,4,medium,Unknown,Unknown,Unknown,,,False,,
In Albuquerque,Albuquerque,4,medium,Unknown,Unknown,Unknown,,,False,,
News,News,4,medium,Unknown,Unknown,Unknown,,,False,,News Yes
In The Room,Room,4,medium,Unknown,Unknown,Unknown,,,False,,
Campos This,This,4,medium,Unknown,Unknown,Unknown,,,False,,
Sign Born,Born,4,medium,Unknown,Unknown,Unknown,,,False,,
Tobias In Votes,Votes,4,medium,Unknown,Unknown,Unknown,,,False,,
When You Yes,Yes,4,medium,Unknown,Unknown,Unknown,,,False,,
Gonzales No,No,4,medium,Unknown,Unknown,Unknown,,,False,,
For The Medical Cannabis,Cannabis,4,medium,Unknown,Unknown,Unknown,,,False,,
Without,Without,4,medium,Unknown,Unknown,Unknown,,,False,,
Hochman Vigil Is Here,Here,4,medium,Unknown,Unknown,Unknown,,,False,,
Siegel,Siegel,4,medium,Unknown,Unknown,Unknown,,,False,,
You Ready For Us,Us,4,medium,Unknown,Unknown,Unknown,,,False,,
Protective Services At Cyfd,Cyfd,4,medium,Unknown,Unknown,Unknown,,,False,,
New Mexico Dental Association,Association,4,medium,Unknown,Unknown,Unknown,,,False,,
For New Mexico Family,Family,4,medium,Unknown,Unknown,Unknown,,,False,,
Payee,Payee,4,medium,Unknown,Unknown,Unknown,,,False,,
So This,This,4,medium,Unknown,Unknown,Unknown,,,False,,So This Is This
Basanti,Basanti,4,medium,Unknown,Unknown,Unknown,,,False,,
Gaos,Gaos,4,medium,Unknown,Unknown,Unknown,,,False,,
Toronto,Toronto,4,medium,Unknown,Unknown,Unknown,,,False,,
Mission,Mission,4,medium,Unknown,Unknown,Unknown,,,False,,
Certain,Certain,4,medium,Unknown,Unknown,Unknown,,,False,,Certainly
Policy For The New,New,4,medium,Unknown,Unknown,Unknown,,,False,,
Ivey Soto Are You,You,4,medium,Unknown,Unknown,Unknown,,,False,,
Izzy,Izzy,4,medium,Unknown,Unknown,Unknown,,,False,,
Nighbor,Nighbor,4,medium,Unknown,Unknown,Unknown,,,False,,
Oakland,Oakland,4,medium,Unknown,Unknown,Unknown,,,False,,
Vocals,Vocals,4,medium,Unknown,Unknown,Unknown,,,False,,Vocal
Chassis,Chassis,4,medium,Unknown,Unknown,Unknown,,,False,,
Ivey Soto Would You,You,4,medium,Unknown,Unknown,Unknown,,,False,,
Very Good,Good,4,medium,Unknown,Unknown,Unknown,,,False,,Okay Very Good
Reeve Yes,Yes,4,medium,Unknown,Unknown,Unknown,,,False,,
Condemned,Condemned,4,medium,Unknown,Unknown,Unknown,,,False,,
Read No,No,4,medium,Unknown,Unknown,Unknown,,,False,,
If We Could Just,Just,4,medium,Unknown,Unknown,Unknown,,,False,,
About This Yes,Yes,4,medium,Unknown,Unknown,Unknown,,,False,,
Doick,Doick,4,medium,Unknown,Unknown,Unknown,,,False,,
Dewi,Dewi,4,medium,Unknown,Unknown,Unknown,,,False,,Dewitt
Dude,Dude,4,medium,Unknown,Unknown,Unknown,,,False,,
Kevin,Kevin,4,medium,Unknown,Unknown,Unknown,,,False,,
Witty,Witty,3,medium,Unknown,Unknown,Unknown,,,False,,
Training,Training,3,medium,Unknown,Unknown,Unknown,,,False,,
Grola,Grola,3,medium,Unknown,Unknown,Unknown,,,False,,
Behind,Behind,3,medium,Unknown,Unknown,Unknown,,,False,,
Just Just,Just,3,medium,Unknown,Unknown,Unknown,,,False,,
Blanc,Blanc,3,medium,Unknown,Unknown,Unknown,,,False,,
Search,Search,3,medium,Unknown,Unknown,Unknown,,,False,,
Should Be,Be,3,medium,Unknown,Unknown,Unknown,,,False,,
Borrego,Borrego,3,medium,Unknown,Unknown,Unknown,,,False,,
For The Energy,Energy,3,medium,Unknown,Unknown,Unknown,,,False,,
For The Legislative Education,Education,3,medium,Unknown,Unknown,Unknown,,,False,,
Sanchez Is There Any,Any,3,medium,Unknown,Unknown,Unknown,,,False,,
You Know It,It,3,medium,Unknown,Unknown,Unknown,,,False,,
Sweetser Your,Your,3,medium,Unknown,Unknown,Unknown,,,False,,
Members Of The Council,Council,3,medium,Unknown,Unknown,Unknown,,,False,,
Minister,Minister,3,medium,Unknown,Unknown,Unknown,,,False,,
Colin,Colin,3,medium,Unknown,Unknown,Unknown,,,False,,
Sanana,Sanana,3,medium,Unknown,Unknown,Unknown,,,False,,
Spencer,Spencer,3,medium,Unknown,Unknown,Unknown,,,False,,
Shire,Shire,3,medium,Unknown,Unknown,Unknown,,,False,,
Troy,Troy,3,medium,Unknown,Unknown,Unknown,,,False,,
Money,Money,3,medium,Unknown,Unknown,Unknown,,,False,,
Post,Post,3,medium,Unknown,Unknown,Unknown,,,False,,
Barbara,Barbara,3,medium,Unknown,Unknown,Unknown,,,False,,
Like Cruz,Cruz,3,medium,Unknown,Unknown,Unknown,,,False,,
Hired,Hired,3,medium,Unknown,Unknown,Unknown,,,False,,
Alright,Alright,3,medium,Unknown,Unknown,Unknown,,,False,,
Went,Went,3,medium,Unknown,Unknown,Unknown,,,False,,
Herera,Herera,3,medium,Unknown,Unknown,Unknown,,,False,,
Federal,Federal,3,medium,Unknown,Unknown,Unknown,,,False,,
For The Agency,Agency,3,medium,Unknown,Unknown,Unknown,,,False,,
Bush,Bush,3,medium,Unknown,Unknown,Unknown,,,False,,
Hochman Vigil Your,Your,3,medium,Unknown,Unknown,Unknown,,,False,,
Perhaps,Perhaps,3,medium,Unknown,Unknown,Unknown,,,False,,
Neal Bowen,Bowen,3,medium,Unknown,Unknown,Unknown,,,False,,
Reminded Me,Me,3,medium,Unknown,Unknown,Unknown,,,False,,
We'Ve We'Ve,We'Ve,3,medium,Unknown,Unknown,Unknown,,,False,,
Pettigrew Next We'Re,We'Re,3,medium,Unknown,Unknown,Unknown,,,False,,
Like To Turn It,It,3,medium,Unknown,Unknown,Unknown,,,False,,
Hennessey,Hennessey,3,medium,Unknown,Unknown,Unknown,,,False,,
My Name Is Gail,Gail,3,medium,Unknown,Unknown,Unknown,,,False,,
Lost,Lost,3,medium,Unknown,Unknown,Unknown,,,False,,
Switzer,Switzer,3,medium,Unknown,Unknown,Unknown,,,False,,
Feron,Feron,3,medium,Unknown,Unknown,Unknown,,,False,,
Address That,That,3,medium,Unknown,Unknown,Unknown,,,False,,
Figure,Figure,3,medium,Unknown,Unknown,Unknown,,,False,,
Pops,Pops,3,medium,Unknown,Unknown,Unknown,,,False,,
Draghi,Draghi,3,medium,Unknown,Unknown,Unknown,,,False,,
House Bill Thirty Three,Three,3,medium,Unknown,Unknown,Unknown,,,False,,
Jd Bullington,Bullington,3,medium,Unknown,Unknown,Unknown,,,False,,
Mccamley,Mccamley,3,medium,Unknown,Unknown,Unknown,,,False,,
Amber Gallop,Gallop,3,medium,Unknown,Unknown,Unknown,,,False,,
One Point,Point,3,medium,Unknown,Unknown,Unknown,,,False,,
Drive,Drive,3,medium,Unknown,Unknown,Unknown,,,False,,
Okay Thank You All,All,3,medium,Unknown,Unknown,Unknown,,,False,,
One Thing,Thing,3,medium,Unknown,Unknown,Unknown,,,False,,
Data,Data,3,medium,Unknown,Unknown,Unknown,,,False,,
Chatville,Chatville,3,medium,Unknown,Unknown,Unknown,,,False,,
Fuse,Fuse,3,medium,Unknown,Unknown,Unknown,,,False,,
Griego,Griego,3,medium,Unknown,Unknown,Unknown,,,False,,
Had Emilio,Emilio,3,medium,Unknown,Unknown,Unknown,,,False,,
Sweetser Next We'Re,We'Re,3,medium,Unknown,Unknown,Unknown,,,False,,
Very Much,Much,3,medium,Unknown,Unknown,Unknown,,,False,,
Hendricks,Hendricks,3,medium,Unknown,Unknown,Unknown,,,False,,
Diego,Diego,3,medium,Unknown,Unknown,Unknown,,,False,,
For His Remarks,Remarks,3,medium,Unknown,Unknown,Unknown,,,False,,
Berger,Berger,3,medium,Unknown,Unknown,Unknown,,,False,,
Rapp,Rapp,3,medium,Unknown,Unknown,Unknown,,,False,,
Rubin,Rubin,3,medium,Unknown,Unknown,Unknown,,,False,,
Hereta,Hereta,3,medium,Unknown,Unknown,Unknown,,,False,,
Lesc,Lesc,3,medium,Unknown,Unknown,Unknown,,,False,,
Joey,Joey,3,medium,Unknown,Unknown,Unknown,,,False,,
Hendon,Hendon,3,medium,Unknown,Unknown,Unknown,,,False,,
Included,Included,3,medium,Unknown,Unknown,Unknown,,,False,,
Weights,Weights,3,medium,Unknown,Unknown,Unknown,,,False,,
During,During,3,medium,Unknown,Unknown,Unknown,,,False,,
Told Me,Me,3,medium,Unknown,Unknown,Unknown,,,False,,
From The New Mexico,Mexico,3,medium,Unknown,Unknown,Unknown,,,False,,
People,People,3,medium,Unknown,Unknown,Unknown,,,False,,
Sounds Like,Like,3,medium,Unknown,Unknown,Unknown,,,False,,
Lite,Lite,3,medium,Unknown,Unknown,Unknown,,,False,,
Flannery,Flannery,3,medium,Unknown,Unknown,Unknown,,,False,,
Verera,Verera,3,medium,Unknown,Unknown,Unknown,,,False,,
Alkon,Alkon,3,medium,Unknown,Unknown,Unknown,,,False,,
Senior,Senior,3,medium,Unknown,Unknown,Unknown,,,False,,
For Breath Of My,My,3,medium,Unknown,Unknown,Unknown,,,False,,
Well That,That,3,medium,Unknown,Unknown,Unknown,,,False,,
For The Opportunity,Opportunity,3,medium,Unknown,Unknown,Unknown,,,False,,
Call Then,Then,3,medium,Unknown,Unknown,Unknown,,,False,,
Pena,Pena,3,medium,Unknown,Unknown,Unknown,,,False,,
Jenkins,Jenkins,3,medium,Unknown,Unknown,Unknown,,,False,,
While He,He,3,medium,Unknown,Unknown,Unknown,,,False,,
New Mexico Bankers Association,Association,3,medium,Unknown,Unknown,Unknown,,,False,,
Dennis,Dennis,3,medium,Unknown,Unknown,Unknown,,,False,,
In Chief,Chief,3,medium,Unknown,Unknown,Unknown,,,False,,
Guidance,Guidance,3,medium,Unknown,Unknown,Unknown,,,False,,
Show,Show,3,medium,Unknown,Unknown,Unknown,,,False,,
For Bringing Forward This,This,3,medium,Unknown,Unknown,Unknown,,,False,,
Torah,Torah,3,medium,Unknown,Unknown,Unknown,,,False,,
Speaker If,If,3,medium,Unknown,Unknown,Unknown,,,False,,
Anymore,Anymore,3,medium,Unknown,Unknown,Unknown,,,False,,
If You'Ll Indulge,Indulge,3,medium,Unknown,Unknown,Unknown,,,False,,
Needs,Needs,3,medium,Unknown,Unknown,Unknown,,,False,,
Do You Know How,How,3,medium,Unknown,Unknown,Unknown,,,False,,
Hadn,Hadn,3,medium,Unknown,Unknown,Unknown,,,False,,
Apologies,Apologies,3,medium,Unknown,Unknown,Unknown,,,False,,
Elected,Elected,3,medium,Unknown,Unknown,Unknown,,,False,,
With New Mexico Voices,Voices,3,medium,Unknown,Unknown,Unknown,,,False,,
One Other Thing That,That,3,medium,Unknown,Unknown,Unknown,,,False,,
You Want To Go,Go,3,medium,Unknown,Unknown,Unknown,,,False,,
Works,Works,3,medium,Unknown,Unknown,Unknown,,,False,,
Nayer,Nayer,3,medium,Unknown,Unknown,Unknown,,,False,,
Vegas,Vegas,3,medium,Unknown,Unknown,Unknown,,,False,,
While We'Re Waiting,Waiting,3,medium,Unknown,Unknown,Unknown,,,False,,
Course,Course,3,medium,Unknown,Unknown,Unknown,,,False,,
Steve,Steve,3,medium,Unknown,Unknown,Unknown,,,False,,
For The Consumer Energy,Energy,3,medium,Unknown,Unknown,Unknown,,,False,,
For Aarp In New,New,3,medium,Unknown,Unknown,Unknown,,,False,,
Committee Members And Bill,Bill,3,medium,Unknown,Unknown,Unknown,,,False,,
No It,It,3,medium,Unknown,Unknown,Unknown,,,False,,
Hamblen Just,Just,3,medium,Unknown,Unknown,Unknown,,,False,,
Sheldon,Sheldon,3,medium,Unknown,Unknown,Unknown,,,False,,
Uzel,Uzel,3,medium,Unknown,Unknown,Unknown,,,False,,
Ruel,Ruel,3,medium,Unknown,Unknown,Unknown,,,False,,
