bill_id,bill_type,transcript_file
HB 2,HB,IC-LegislativeEducationStudy_Wednesday_Sep3_2025_135PM-458PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Tuesday_Aug19_2025_102PM-410PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Tuesday_Aug19_2025_920AM-1155AM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Friday_Feb21_2025_1037AM-1050AM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Friday_Feb28_2025_339PM-602PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Friday_Mar7_2025_615PM-815PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Monday_Feb3_2025_140PM-403PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Monday_Mar17_2025_655PM-802PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Monday_Mar3_2025_232PM-445PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Saturday_Feb15_2025_915AM-927AM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Saturday_Feb15_2025_928AM-1005AM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Saturday_Feb8_2025_1248PM-203PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Saturday_Feb8_2025_1251PM-132PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Saturday_Feb8_2025_910AM-1240PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Thursday_Feb13_2025_141PM-514PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Thursday_Feb20_2025_610PM-803PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Thursday_Feb27_2025_618PM-710PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Thursday_Feb6_2025_155PM-617PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Thursday_Jan23_2025_143PM-508PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Thursday_Mar20_2025_1023AM-1128AM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Thursday_Mar20_2025_1043PM-1224AM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Tuesday_Feb11_2025_346PM-655PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Tuesday_Feb18_2025_1035AM-1121AM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Tuesday_Feb4_2025_212PM-821PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Tuesday_Mar18_2025_658PM-913PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Tuesday_Mar4_2025_501PM-635PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Wednesday_Feb12_2025_214PM-743PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Wednesday_Feb19_2025_151PM-356PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Wednesday_Feb26_2025_137PM-414PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Wednesday_Feb9_2022_625PM-724PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Wednesday_Jan12_2022_130PM-348PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Wednesday_Jan22_2025_141PM-429PM - 2025-09-12.cc.txt
HB 2,HB,House-AppropriationsandFinance_Wednesday_Mar19_2025_950PM-1047PM - 2025-09-12.cc.txt
HB 2,HB,House-CommerceandEconomicDevelopment_Monday_Feb10_2025_242PM-459PM - 2025-09-12.cc.txt
HB 2,HB,House-CommerceandEconomicDevelopment_Monday_Feb17_2025_605PM-845PM - 2025-09-12.cc.txt
HB 2,HB,House-CommerceandEconomicDevelopment_Monday_Feb24_2025_414PM-636PM - 2025-09-12.cc.txt
HB 2,HB,House-CommerceandEconomicDevelopment_Monday_Feb3_2025_154PM-231PM - 2025-09-12.cc.txt
HB 2,HB,House-CommerceandEconomicDevelopment_Monday_Mar3_2025_233PM-522PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Conservation_Saturday_Mar15_2025_904AM-239PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Conservation_Thursday_Mar13_2025_903AM-1046AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Conservation_Thursday_Mar6_2025_905AM-1124AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Conservation_Tuesday_Feb4_2025_908AM-1209PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Conservation_Tuesday_Mar11_2025_901AM-1137AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Conservation_Tuesday_Mar18_2025_842AM-203PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Saturday_Mar8_2025_911AM-123PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Thursday_Feb13_2025_310PM-657PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Thursday_Feb20_2025_454PM-647PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Thursday_Feb27_2025_208PM-611PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Thursday_Mar20_2025_450PM-632PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Thursday_Mar6_2025_327PM-603PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Tuesday_Feb18_2025_253PM-556PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Tuesday_Mar11_2025_338PM-704PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Tuesday_Mar18_2025_311PM-424PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Tax_BusinessandTransportation_Tuesday_Mar4_2025_434PM-628PM - 2025-09-12.cc.txt
HB 2,HB,House-Education_Friday_Feb21_2025_836AM-939AM - 2025-09-12.cc.txt
HB 2,HB,House-Education_Friday_Jan31_2025_805AM-941AM - 2025-09-12.cc.txt
HB 2,HB,House-Education_Monday_Feb3_2025_902AM-927AM - 2025-09-12.cc.txt
HB 2,HB,House-Education_Wednesday_Feb12_2025_831AM-941AM - 2025-09-12.cc.txt
HB 2,HB,House-Education_Wednesday_Feb26_2025_843AM-1057AM - 2025-09-12.cc.txt
HB 2,HB,House-Education_Wednesday_Feb5_2025_845AM-1001AM - 2025-09-12.cc.txt
HB 2,HB,House-Education_Wednesday_Mar12_2025_833AM-1007AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Education_Monday_Feb17_2025_854AM-1139AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Education_Monday_Jan27_2025_908AM-1039AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Education_Monday_Mar10_2025_837AM-1100AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Education_Monday_Mar17_2025_947AM-1036AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Education_Monday_Mar3_2025_905AM-1124AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Friday_Feb14_2025_937AM-1142AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Friday_Feb21_2025_905AM-1058AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Friday_Feb28_2025_903AM-1127AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Friday_Mar14_2025_900AM-1041AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Monday_Feb17_2025_332PM-447PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Monday_Feb17_2025_909AM-1121AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Monday_Feb24_2025_935AM-1010AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Monday_Feb3_2025_142PM-428PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Monday_Mar10_2025_1002AM-1126AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Monday_Mar17_2025_1003AM-1058AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Monday_Mar17_2025_430PM-628PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Monday_Mar3_2025_906AM-1122AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Saturday_Feb22_2025_1003AM-1031AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Saturday_Mar15_2025_942AM-1206PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Saturday_Mar1_2025_1111AM-123PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Saturday_Mar8_2025_1130AM-153PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Sunday_Mar16_2025_1201PM-108PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Thursday_Feb20_2025_909AM-1034AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Thursday_Feb27_2025_908AM-1149AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Thursday_Jan30_2025_239PM-527PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Thursday_Mar6_2025_900AM-1006AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Tuesday_Feb13_2024_237PM-411PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Tuesday_Feb18_2025_911AM-1059AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Tuesday_Feb25_2025_926AM-1111AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Tuesday_Feb4_2025_239PM-550PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Tuesday_Feb4_2025_901AM-1136AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Tuesday_Jan28_2025_144PM-442PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Tuesday_Mar18_2025_1027AM-1143AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Tuesday_Mar4_2025_904AM-1207PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Feb12_2025_232PM-429PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Feb12_2025_905AM-1112AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Feb19_2025_913AM-1147AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Feb26_2025_330PM-449PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Feb26_2025_912AM-1133AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Jan22_2025_1143AM-1234PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Mar12_2025_354PM-518PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Mar12_2025_901AM-1108AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Finance_Wednesday_Mar5_2025_911AM-1040AM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Friday_Feb14_2025_838AM-1114AM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Friday_Feb21_2025_800AM-1005AM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Friday_Feb28_2025_802AM-1012AM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Friday_Mar14_2025_830AM-1110AM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Wednesday_Feb12_2025_834AM-1129AM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Wednesday_Feb19_2025_805AM-1119AM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Wednesday_Jan29_2025_842AM-1227PM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Wednesday_Mar12_2025_839AM-1052AM - 2025-09-12.cc.txt
HB 2,HB,House-HealthandHumanServices_Wednesday_Mar5_2025_834AM-1047AM - 2025-09-12.cc.txt
HB 2,HB,Senate-HealthandPublicAffairs_Sunday_Mar2_2025_106PM-632PM - 2025-09-12.cc.txt
HB 2,HB,Senate-HealthandPublicAffairs_Wednesday_Jan29_2025_207PM-531PM - 2025-09-12.cc.txt
HB 2,HB,Senate-HealthandPublicAffairs_Wednesday_Mar5_2025_443PM-748PM - 2025-09-12.cc.txt
HB 2,HB,House-Judiciary_Friday_Mar7_2025_617PM-828PM - 2025-09-12.cc.txt
HB 2,HB,House-Judiciary_Monday_Feb10_2025_248PM-659PM - 2025-09-12.cc.txt
HB 2,HB,House-Judiciary_Monday_Feb17_2025_600PM-836PM - 2025-09-12.cc.txt
HB 2,HB,House-Judiciary_Monday_Mar17_2025_659PM-1008PM - 2025-09-12.cc.txt
HB 2,HB,House-Judiciary_Saturday_Feb8_2025_1156AM-250PM - 2025-09-12.cc.txt
HB 2,HB,House-Judiciary_Saturday_Mar8_2025_840AM-1124AM - 2025-09-12.cc.txt
HB 2,HB,House-Judiciary_Wednesday_Mar5_2025_309PM-545PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Judiciary_Friday_Feb28_2025_310PM-611PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Judiciary_Monday_Feb10_2025_252PM-454PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Judiciary_Monday_Feb17_2025_343PM-647PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Judiciary_Saturday_Mar8_2025_507PM-814PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Judiciary_Wednesday_Feb12_2025_308PM-636PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Judiciary_Wednesday_Mar12_2025_350PM-927PM - 2025-09-12.cc.txt
HB 2,HB,Senate-Judiciary_Wednesday_Mar5_2025_439PM-743PM - 2025-09-12.cc.txt
HB 2,HB,House-TaxationandRevenue_Friday_Mar14_2025_902AM-1044AM - 2025-09-12.cc.txt
HB 2,HB,House-TaxationandRevenue_Friday_Mar7_2025_834AM-1031AM - 2025-09-12.cc.txt
HB 2,HB,House-TaxationandRevenue_Monday_Feb10_2025_844AM-923AM - 2025-09-12.cc.txt
HB 2,HB,House-TaxationandRevenue_Monday_Mar3_2025_838AM-1057AM - 2025-09-12.cc.txt
HB 2,HB,House-TaxationandRevenue_Wednesday_Feb26_2025_833AM-954AM - 2025-09-12.cc.txt
HB 2,HB,Governor'sAddress-HouseChamber_Tuesday_Jan21_2025_213PM-331PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Friday_Feb21_2025_1107AM-500PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Friday_Mar21_2025_644PM-1149PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Friday_Mar7_2025_1115AM-557PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Monday_Feb24_2025_1101AM-357PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Monday_Feb3_2025_1041AM-1210PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Monday_Mar10_2025_1038AM-433PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Monday_Mar3_2025_1105AM-207PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Saturday_Mar15_2025_1253PM-801PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Saturday_Mar22_2025_936AM-1204PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Saturday_Mar8_2025_1258PM-649PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Thursday_Feb20_2025_1043AM-454PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Thursday_Feb27_2025_1143AM-604PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Thursday_Jan30_2025_1032AM-112PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Thursday_Mar20_2025_108PM-1035PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Thursday_Mar6_2025_1102AM-731PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Tuesday_Feb25_2025_1048AM-447PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Wednesday_Feb26_2025_1039AM-1244PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Wednesday_Mar12_2025_1030AM-712PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Wednesday_Mar19_2025_1230PM-934PM - 2025-09-12.cc.txt
HB 2,HB,House-ChamberMeeting_Wednesday_Mar5_2025_1119AM-247PM - 2025-09-12.cc.txt
HB 2,HB,House-Energy_EnvironmentandNaturalResources_Saturday_Feb22_2025_800AM-1007AM - 2025-09-12.cc.txt
HB 2,HB,House-Energy_EnvironmentandNaturalResources_Saturday_Mar8_2025_812AM-1011AM - 2025-09-12.cc.txt
HB 2,HB,House-Energy_EnvironmentandNaturalResources_Thursday_Feb6_2025_837AM-1126AM - 2025-09-12.cc.txt
HB 2,HB,House-Energy_EnvironmentandNaturalResources_Thursday_Mar6_2025_834AM-1137AM - 2025-09-12.cc.txt
HB 2,HB,House-Energy_EnvironmentandNaturalResources_Tuesday_Feb25_2025_834AM-1112AM - 2025-09-12.cc.txt
HB 2,HB,House-Energy_EnvironmentandNaturalResources_Tuesday_Feb4_2025_832AM-1205PM - 2025-09-12.cc.txt
HB 2,HB,House-TransportationandPublicWorks_Thursday_Feb13_2025_905AM-1035AM - 2025-09-12.cc.txt
HB 2,HB,House-TransportationandPublicWorks_Thursday_Jan30_2025_903AM-1012AM - 2025-09-12.cc.txt
HB 2,HB,House-TransportationandPublicWorks_Tuesday_Feb11_2025_900AM-1025AM - 2025-09-12.cc.txt
HB 2,HB,House-TransportationandPublicWorks_Tuesday_Feb4_2025_901AM-1019AM - 2025-09-12.cc.txt
HB 2,HB,House-TransportationandPublicWorks_Tuesday_Mar11_2025_904AM-1103AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Rules_Friday_Feb21_2025_834AM-1128AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Rules_Friday_Mar14_2025_908AM-1100AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Rules_Friday_Mar21_2025_1004AM-1129AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Rules_Wednesday_Feb26_2025_835AM-1104AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Rules_Wednesday_Mar12_2025_906AM-1053AM - 2025-09-12.cc.txt
HB 2,HB,Senate-Rules_Wednesday_Mar5_2025_901AM-1117AM - 2025-09-12.cc.txt
HB 2,HB,House-Agriculture_AcequiasAndWaterResources_Thursday_Feb20_2025_929AM-1006AM - 2025-09-12.cc.txt
HB 2,HB,House-Agriculture_AcequiasAndWaterResources_Tuesday_Feb11_2025_901AM-1158AM - 2025-09-12.cc.txt
HB 2,HB,House-Government_ElectionsAndIndianAffairs_Friday_Feb28_2025_847AM-1013AM - 2025-09-12.cc.txt
HB 2,HB,House-Government_ElectionsAndIndianAffairs_Friday_Jan31_2025_845AM-1107AM - 2025-09-12.cc.txt
HB 2,HB,House-Government_ElectionsAndIndianAffairs_Friday_Jan31_2025_852AM-1107AM - 2025-09-12.cc.txt
HB 2,HB,House-Government_ElectionsAndIndianAffairs_Monday_Feb10_2025_842AM-1040AM - 2025-09-12.cc.txt
HB 2,HB,House-Government_ElectionsAndIndianAffairs_Monday_Feb17_2025_842AM-1054AM - 2025-09-12.cc.txt
HB 2,HB,House-Government_ElectionsAndIndianAffairs_Monday_Mar3_2025_843AM-1115AM - 2025-09-12.cc.txt
HB 2,HB,House-Government_ElectionsAndIndianAffairs_Saturday_Feb15_2025_1005AM-1239PM - 2025-09-12.cc.txt
HB 2,HB,House-Government_ElectionsAndIndianAffairs_Saturday_Mar1_2025_1002AM-103PM - 2025-09-12.cc.txt
HB 2,HB,House-Labor_VeteransandMilitaryAffairs_Tuesday_Feb11_2025_349PM-451PM - 2025-09-12.cc.txt
HB 2,HB,House-RuralDevelopment_LandGrantsAndCulturalAffairs_Thursday_Feb13_2025_908AM-1034AM - 2025-09-12.cc.txt
HB 2,HB,House-RuralDevelopment_LandGrantsAndCulturalAffairs_Thursday_Feb20_2025_903AM-1046AM - 2025-09-12.cc.txt
HB 2,HB,House-RuralDevelopment_LandGrantsAndCulturalAffairs_Tuesday_Feb18_2025_901AM-1113AM - 2025-09-12.cc.txt
HB 2,HB,House-RuralDevelopment_LandGrantsAndCulturalAffairs_Tuesday_Feb25_2025_901AM-948AM - 2025-09-12.cc.txt
HB 2,HB,HouseChamber_Monday_Feb12_2024_1105AM-234PM - 2025-09-12.cc.txt
HB 2,HB,IC-CapitalBuildingsPlanningCommission_Friday_Oct11_2024_103PM-240PM - 2025-09-12.cc.txt
HB 2,HB,IC-Courts_CorrectionsandJustice_Monday_Aug12_2024_912AM-1226PM - 2025-09-12.cc.txt
HB 2,HB,IC-Courts_CorrectionsandJustice_Tuesday_May27_2025_930AM-1220PM - 2025-09-12.cc.txt
HB 2,HB,IC-Courts_CorrectionsandJustice_Wednesday_Nov13_2024_111PM-414PM - 2025-09-12.cc.txt
HB 2,HB,IC-Courts_CorrectionsandJustice_Wednesday_Sep11_2024_910AM-1224PM - 2025-09-12.cc.txt
HB 2,HB,IC-EconomicandRuralDevelopment_Wednesday_Jun4_2025_104PM-219PM - 2025-09-12.cc.txt
HB 2,HB,IC-FederalFundingStabilizationSubcommittee_Wednesday_May28_2025_903AM-1159AM - 2025-09-12.cc.txt
HB 2,HB,IC-IndianAffairs_Friday_Jul18_2025_1007AM-1200PM - 2025-09-12.cc.txt
HB 2,HB,IC-IndianAffairs_Friday_Nov1_2024_937AM-1119AM - 2025-09-12.cc.txt
HB 2,HB,IC-IndianAffairs_Thursday_Oct31_2024_129PM-457PM - 2025-09-12.cc.txt
HB 2,HB,IC-InvestmentsandPensionsOversight_Thursday_May22_2025_1005AM-1205PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeCouncil_Monday_Jun23_2025_103PM-318PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Friday_Jul26_2024_901AM-1048AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Friday_May30_2025_901AM-957AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Friday_Nov15_2024_911AM-1158AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Friday_Sep20_2024_803AM-1202PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Monday_Jan20_2025_910AM-1124AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Thursday_Dec19_2024_1235PM-327PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Thursday_Jun26_2025_128PM-238PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Thursday_May29_2025_146PM-407PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Thursday_May29_2025_907AM-1029AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Thursday_Oct17_2024_900AM-1203PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Thursday_Sep19_2024_130PM-342PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Wednesday_May15_2024_901AM-1226PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeEducationStudy_Wednesday_Sep18_2024_808AM-1203PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Monday_Nov18_2024_908AM-1105AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Thursday_May15_2025_810AM-1109AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Thursday_Nov21_2024_834AM-1156AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Tuesday_Aug20_2024_135PM-324PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Tuesday_Aug20_2024_837AM-1129AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Tuesday_Dec10_2024_122PM-404PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Tuesday_Jul22_2025_128PM-135PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Tuesday_May13_2025_952AM-1226PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Tuesday_Nov19_2024_153PM-430PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Tuesday_Nov19_2024_838AM-1241PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Wednesday_Aug21_2024_140PM-443PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Wednesday_Dec11_2024_202PM-502PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Wednesday_May14_2025_1254PM-445PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeFinance_Wednesday_Oct23_2024_406PM-440PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Friday_Aug2_2024_913AM-1234PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Friday_Jun27_2025_920AM-1156AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Friday_Nov22_2024_149PM-319PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Friday_Nov22_2024_908AM-1258PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Monday_Jul21_2025_1233PM-334PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Thursday_Aug1_2024_125PM-434PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Thursday_Aug1_2024_912AM-1240PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Thursday_Jun26_2025_913AM-1251PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Thursday_Oct24_2024_858AM-1152AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Wednesday_Aug28_2024_922AM-227PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Wednesday_Jul31_2024_910AM-1219PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Wednesday_Jun25_2025_1016AM-1145AM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Wednesday_Jun25_2025_1233PM-258PM - 2025-09-12.cc.txt
HB 2,HB,IC-LegislativeHealthandHumanServices_Wednesday_Nov20_2024_916AM-420PM - 2025-09-12.cc.txt
HB 2,HB,IC-NewMexicoFinanceAuthorityOversight_Monday_Jun2_2025_135PM-333PM - 2025-09-12.cc.txt
HB 2,HB,IC-PublicSchoolCapitalOutlayOversightTask_Monday_Jun9_2025_935AM-1036AM - 2025-09-12.cc.txt
HB 2,HB,IC-RevenueStabilizationandTaxPolicy_Friday_Jun6_2025_132PM-308PM - 2025-09-12.cc.txt
HB 2,HB,IC-RevenueStabilizationandTaxPolicy_Thursday_Aug14_2025_104PM-339PM - 2025-09-12.cc.txt
