bill_id,bill_type,transcript_file
HB 104,HB,House-ChamberMeeting_Thursday_Feb27_2025_1143AM-604PM - 2025-09-12.cc.txt
HB 104,HB,House-ConsumerandPublicAffairs_Saturday_Feb8_2025_908AM-140PM - 2025-09-12.cc.txt
HB 104,HB,House-Energy_EnvironmentandNaturalResources_Thursday_Jan30_2025_834AM-1014AM - 2025-09-12.cc.txt
HB 104,HB,IC-LegislativeHealthandHumanServices_Tuesday_May7_2024_1239PM-248PM - 2025-09-12.cc.txt
HB 104,HB,IC-WaterandNaturalResources_Monday_Jul22_2024_103PM-528PM - 2025-09-12.cc.txt
HB 104,HB,SenateChamber_Friday_Feb28_2025_1107AM-228PM - 2025-09-12.cc.txt
HB 104,HB,HouseChamber_Monday_Jan29_2024_1116AM-114PM - 2025-09-12.cc.txt
SB 283,SB,House-HealthandHumanServices_Wednesday_Mar5_2025_834AM-1047AM - 2025-09-12.cc.txt
SB 283,SB,House-ChamberMeeting_Friday_Feb28_2025_1100AM-317PM - 2025-09-12.cc.txt
SB 283,SB,House-ChamberMeeting_Monday_Mar17_2025_1214PM-630PM - 2025-09-12.cc.txt
SB 283,SB,House-ChamberMeeting_Saturday_Mar15_2025_1253PM-801PM - 2025-09-12.cc.txt
SB 283,SB,House-ChamberMeeting_Wednesday_Mar5_2025_1119AM-247PM - 2025-09-12.cc.txt
SB 283,SB,Senate-Rules_Wednesday_Feb12_2025_843AM-847AM - 2025-09-12.cc.txt
SB 283,SB,IC-LegislativeHealthandHumanServices_Thursday_Jun26_2025_913AM-1251PM - 2025-09-12.cc.txt
SB 283,SB,SenateChamber_Monday_Mar17_2025_1125AM-335PM - 2025-09-12.cc.txt
SB 283,SB,SenateChamber_Thursday_Feb27_2025_1140AM-135PM - 2025-09-12.cc.txt
SB 283,SB,SenateChamber_Tuesday_Feb4_2025_145PM-202PM - 2025-09-12.cc.txt
SB 283,SB,SenateChamber_Wednesday_Feb12_2025_1142AM-212PM - 2025-09-12.cc.txt
SB 57,SB,Senate-HealthandPublicAffairs_Monday_Feb17_2025_324PM-626PM - 2025-09-12.cc.txt
SB 57,SB,House-Judiciary_Saturday_Mar15_2025_844AM-1042AM - 2025-09-12.cc.txt
SB 57,SB,Senate-Judiciary_Wednesday_Feb26_2025_335PM-613PM - 2025-09-12.cc.txt
SB 57,SB,House-ChamberMeeting_Saturday_Mar15_2025_1253PM-801PM - 2025-09-12.cc.txt
SB 57,SB,House-ChamberMeeting_Thursday_Mar20_2025_108PM-1035PM - 2025-09-12.cc.txt
SB 57,SB,House-ChamberMeeting_Tuesday_Mar18_2025_1203PM-642PM - 2025-09-12.cc.txt
SB 57,SB,House-ChamberMeeting_Tuesday_Mar4_2025_1044AM-401PM - 2025-09-12.cc.txt
SB 57,SB,SenateChamber_Monday_Mar3_2025_1139AM-418PM - 2025-09-12.cc.txt
SB 57,SB,SenateChamber_Thursday_Feb27_2025_1140AM-135PM - 2025-09-12.cc.txt
SB 57,SB,SenateChamber_Thursday_Mar20_2025_1010AM-1155AM - 2025-09-12.cc.txt
SB 57,SB,SenateChamber_Wednesday_Jan22_2025_1250PM-144PM - 2025-09-12.cc.txt
HJR 2,HJR,House-Judiciary_Friday_Feb14_2025_408PM-559PM - 2025-09-12.cc.txt
HJR 2,HJR,Senate-Judiciary_Wednesday_Mar12_2025_350PM-927PM - 2025-09-12.cc.txt
HJR 2,HJR,House-ChamberMeeting_Monday_Feb3_2025_1041AM-1210PM - 2025-09-12.cc.txt
HJR 2,HJR,House-ChamberMeeting_Saturday_Feb15_2025_159PM-633PM - 2025-09-12.cc.txt
HJR 2,HJR,House-ChamberMeeting_Thursday_Feb27_2025_1143AM-604PM - 2025-09-12.cc.txt
HJR 2,HJR,House-ChamberMeeting_Thursday_Jan30_2025_1032AM-112PM - 2025-09-12.cc.txt
HJR 2,HJR,House-ChamberMeeting_Wednesday_Jan22_2025_927AM-1016AM - 2025-09-12.cc.txt
HJR 2,HJR,Senate-Rules_Monday_Mar3_2025_836AM-1015AM - 2025-09-12.cc.txt
HJR 2,HJR,House-Government_ElectionsAndIndianAffairs_Wednesday_Jan29_2025_838AM-944AM - 2025-09-12.cc.txt
HJR 2,HJR,SenateChamber_Saturday_Mar1_2025_108PM-648PM - 2025-09-12.cc.txt
HJR 2,HJR,SenateChamber_Thursday_Mar13_2025_853PM-923PM - 2025-09-12.cc.txt
HB 340,HB,House-Judiciary_Friday_Mar7_2025_617PM-828PM - 2025-09-12.cc.txt
HB 340,HB,Senate-Judiciary_Monday_Mar17_2025_443PM-630PM - 2025-09-12.cc.txt
HB 340,HB,House-ChamberMeeting_Friday_Feb7_2025_1021AM-219PM - 2025-09-12.cc.txt
HB 340,HB,House-ChamberMeeting_Monday_Feb24_2025_1101AM-357PM - 2025-09-12.cc.txt
HB 340,HB,House-ChamberMeeting_Monday_Mar10_2025_1038AM-433PM - 2025-09-12.cc.txt
HB 340,HB,House-ChamberMeeting_Saturday_Mar8_2025_1258PM-649PM - 2025-09-12.cc.txt
HB 340,HB,House-ChamberMeeting_Thursday_Mar20_2025_108PM-1035PM - 2025-09-12.cc.txt
HB 340,HB,House-Government_ElectionsAndIndianAffairs_Monday_Feb24_2025_837AM-1059AM - 2025-09-12.cc.txt
HB 340,HB,SenateChamber_Monday_Mar10_2025_1114AM-504PM - 2025-09-12.cc.txt
HB 340,HB,SenateChamber_Thursday_Mar20_2025_119PM-417PM - 2025-09-12.cc.txt
HB 340,HB,SenateChamber_Tuesday_Mar11_2025_1136AM-311PM - 2025-09-12.cc.txt
HB 493,HB,House-AppropriationsandFinance_Friday_Mar14_2025_519PM-806PM - 2025-09-12.cc.txt
HB 493,HB,Senate-Tax_BusinessandTransportation_Friday_Mar21_2025_623PM-636PM - 2025-09-12.cc.txt
HB 493,HB,House-ChamberMeeting_Friday_Mar21_2025_644PM-1149PM - 2025-09-12.cc.txt
HB 493,HB,House-ChamberMeeting_Monday_Mar3_2025_1105AM-207PM - 2025-09-12.cc.txt
HB 493,HB,House-ChamberMeeting_Saturday_Mar15_2025_1253PM-801PM - 2025-09-12.cc.txt
HB 493,HB,House-ChamberMeeting_Saturday_Mar22_2025_936AM-1204PM - 2025-09-12.cc.txt
HB 493,HB,House-ChamberMeeting_Thursday_Feb20_2025_1043AM-454PM - 2025-09-12.cc.txt
HB 493,HB,House-Government_ElectionsAndIndianAffairs_Monday_Mar3_2025_843AM-1115AM - 2025-09-12.cc.txt
HB 493,HB,SenateChamber_Friday_Mar21_2025_737PM-207AM - 2025-09-12.cc.txt
HB 493,HB,SenateChamber_Thursday_Mar20_2025_648PM-1257AM - 2025-09-12.cc.txt
SB 377,SB,House-AppropriationsandFinance_Friday_Mar21_2025_1050AM-1115AM - 2025-09-12.cc.txt
SB 377,SB,Senate-Tax_BusinessandTransportation_Saturday_Mar8_2025_911AM-123PM - 2025-09-12.cc.txt
SB 377,SB,Senate-Finance_Tuesday_Mar11_2025_1001AM-1042AM - 2025-09-12.cc.txt
SB 377,SB,House-ChamberMeeting_Friday_Mar21_2025_1036AM-513PM - 2025-09-12.cc.txt
SB 377,SB,House-ChamberMeeting_Friday_Mar21_2025_644PM-1149PM - 2025-09-12.cc.txt
SB 377,SB,House-ChamberMeeting_Monday_Mar17_2025_1214PM-630PM - 2025-09-12.cc.txt
SB 377,SB,House-ChamberMeeting_Tuesday_Mar18_2025_1203PM-642PM - 2025-09-12.cc.txt
SB 377,SB,IC-EconomicandRuralDevelopment_Monday_Aug11_2025_911AM-1210PM - 2025-09-12.cc.txt
SB 377,SB,SenateChamber_Sunday_Mar16_2025_122PM-353PM - 2025-09-12.cc.txt
SB 377,SB,SenateChamber_Thursday_Feb13_2025_1136AM-130PM - 2025-09-12.cc.txt
SB 241,SB,House-AppropriationsandFinance_Monday_Feb17_2025_605PM-830PM - 2025-09-12.cc.txt
SB 241,SB,Senate-Tax_BusinessandTransportation_Tuesday_Feb18_2025_253PM-556PM - 2025-09-12.cc.txt
SB 241,SB,Senate-Finance_Tuesday_Feb18_2025_911AM-1059AM - 2025-09-12.cc.txt
SB 241,SB,Senate-Judiciary_Friday_Feb9_2024_452PM-527PM - 2025-09-12.cc.txt
SB 241,SB,Senate-Judiciary_Monday_Mar3_2025_543PM-636PM - 2025-09-12.cc.txt
SB 241,SB,HouseChamber_Monday_Feb12_2024_621PM-156AM - 2025-09-12.cc.txt
SB 241,SB,HouseChamber_Wednesday_Feb14_2024_513PM-837PM - 2025-09-12.cc.txt
SB 241,SB,IC-TransportationInfrastructureRevenueSubcommitee_Thursday_Jun5_2025_943AM-1145AM - 2025-09-12.cc.txt
SB 241,SB,SenateChamber_Friday_Jan31_2025_1105AM-1212PM - 2025-09-12.cc.txt
SB 241,SB,HouseChamber_Saturday_Feb10_2024_1046AM-802PM - 2025-09-12.cc.txt
HB 148,HB,House-AppropriationsandFinance_Monday_Feb5_2024_135PM-312PM - 2025-09-12.cc.txt
HB 148,HB,Senate-Finance_Thursday_Feb8_2024_304PM-419PM - 2025-09-12.cc.txt
HB 148,HB,House-ChamberMeeting_Tuesday_Jan28_2025_1033AM-1230PM - 2025-09-12.cc.txt
HB 148,HB,House-TransportationandPublicWorks_Tuesday_Feb18_2025_900AM-954AM - 2025-09-12.cc.txt
HB 148,HB,HouseChamber_Tuesday_Feb13_2024_549PM-1045PM - 2025-09-12.cc.txt
HB 148,HB,Other-NMFA_Wednesday_Apr3_2024_1001AM-1206PM - 2025-09-12.cc.txt
HB 148,HB,SenateChamber_Tuesday_Feb13_2024_551PM-1133PM - 2025-09-12.cc.txt
HB 148,HB,HouseChamber_Friday_Feb9_2024_657PM-800PM - 2025-09-12.cc.txt
HB 148,HB,HouseChamber_Saturday_Feb10_2024_1046AM-802PM - 2025-09-12.cc.txt
HB 148,HB,HouseChamber_Tuesday_Feb6_2024_1100AM-415PM - 2025-09-12.cc.txt
HB 232,HB,House-AppropriationsandFinance_Monday_Feb5_2024_135PM-312PM - 2025-09-12.cc.txt
HB 232,HB,Senate-Finance_Tuesday_Feb13_2024_237PM-411PM - 2025-09-12.cc.txt
HB 232,HB,House-ChamberMeeting_Thursday_Jan30_2025_1032AM-112PM - 2025-09-12.cc.txt
HB 232,HB,HouseChamber_Wednesday_Feb14_2024_513PM-837PM - 2025-09-12.cc.txt
HB 232,HB,IC-EconomicandRuralDevelopment_Thursday_Nov14_2024_921AM-1155AM - 2025-09-12.cc.txt
HB 232,HB,IC-LegislativeFinance_Wednesday_Apr17_2024_114PM-445PM - 2025-09-12.cc.txt
HB 232,HB,SenateChamber_Tuesday_Feb13_2024_551PM-1133PM - 2025-09-12.cc.txt
HB 232,HB,HouseChamber_Friday_Feb9_2024_657PM-800PM - 2025-09-12.cc.txt
HB 232,HB,HouseChamber_Thursday_Feb1_2024_1037AM-401PM - 2025-09-12.cc.txt
HB 232,HB,HouseChamber_Tuesday_Feb6_2024_1100AM-415PM - 2025-09-12.cc.txt
HB 236,HB,House-AppropriationsandFinance_Monday_Jan27_2025_135PM-550PM - 2025-09-12.cc.txt
HB 236,HB,House-ChamberMeeting_Monday_Feb3_2025_1041AM-1210PM - 2025-09-12.cc.txt
HB 236,HB,House-Labor_VeteransandMilitaryAffairs_Thursday_Feb1_2024_423PM-556PM - 2025-09-12.cc.txt
HB 236,HB,HouseChamber_Thursday_Feb15_2024_830AM-1207PM - 2025-09-12.cc.txt
HB 236,HB,IC-InvestmentsandPensionsOversight_Monday_Jul1_2024_100PM-249PM - 2025-09-12.cc.txt
HB 236,HB,IC-LegislativeFinance_Wednesday_Oct23_2024_122PM-519PM - 2025-09-12.cc.txt
HB 236,HB,SenateChamber_Wednesday_Feb14_2024_639PM-926PM - 2025-09-12.cc.txt
HB 236,HB,HouseChamber_Friday_Feb2_2024_1107AM-458PM - 2025-09-12.cc.txt
HB 236,HB,HouseChamber_Saturday_Feb10_2024_1046AM-802PM - 2025-09-12.cc.txt
HB 236,HB,HouseChamber_Thursday_Feb8_2024_1012AM-334PM - 2025-09-12.cc.txt
HB 444,HB,House-AppropriationsandFinance_Monday_Mar10_2025_500PM-635PM - 2025-09-12.cc.txt
HB 444,HB,Senate-Tax_BusinessandTransportation_Tuesday_Mar18_2025_311PM-424PM - 2025-09-12.cc.txt
HB 444,HB,House-ChamberMeeting_Friday_Feb28_2025_1100AM-317PM - 2025-09-12.cc.txt
HB 444,HB,House-ChamberMeeting_Monday_Feb17_2025_1038AM-542PM - 2025-09-12.cc.txt
HB 444,HB,House-ChamberMeeting_Thursday_Mar13_2025_1059AM-413PM - 2025-09-12.cc.txt
HB 444,HB,House-ChamberMeeting_Tuesday_Mar11_2025_1057AM-920PM - 2025-09-12.cc.txt
HB 444,HB,House-Government_ElectionsAndIndianAffairs_Friday_Feb28_2025_847AM-1013AM - 2025-09-12.cc.txt
HB 444,HB,SenateChamber_Thursday_Mar13_2025_701PM-845PM - 2025-09-12.cc.txt
HB 444,HB,SenateChamber_Thursday_Mar13_2025_853PM-923PM - 2025-09-12.cc.txt
HB 444,HB,SenateChamber_Tuesday_Mar18_2025_639PM-812PM - 2025-09-12.cc.txt
HB 73,HB,House-AppropriationsandFinance_Saturday_Mar8_2025_1029AM-1138AM - 2025-09-12.cc.txt
HB 73,HB,House-HealthandHumanServices_Friday_Mar14_2025_830AM-1110AM - 2025-09-12.cc.txt
HB 73,HB,House-Judiciary_Monday_Feb24_2025_424PM-758PM - 2025-09-12.cc.txt
HB 73,HB,House-ChamberMeeting_Saturday_Mar8_2025_1258PM-649PM - 2025-09-12.cc.txt
HB 73,HB,House-ChamberMeeting_Thursday_Jan23_2025_1004AM-1206PM - 2025-09-12.cc.txt
HB 73,HB,House-ChamberMeeting_Tuesday_Feb25_2025_1048AM-447PM - 2025-09-12.cc.txt
HB 73,HB,House-ChamberMeeting_Tuesday_Mar11_2025_1057AM-920PM - 2025-09-12.cc.txt
HB 73,HB,House-ChamberMeeting_Wednesday_Feb5_2025_1213PM-115PM - 2025-09-12.cc.txt
HB 73,HB,House-ConsumerandPublicAffairs_Tuesday_Feb4_2025_216PM-555PM - 2025-09-12.cc.txt
HB 73,HB,SenateChamber_Wednesday_Mar12_2025_1133AM-257PM - 2025-09-12.cc.txt
SB 387,SB,House-AppropriationsandFinance_Thursday_Mar20_2025_1043PM-1224AM - 2025-09-12.cc.txt
SB 387,SB,House-Education_Monday_Mar17_2025_833AM-937AM - 2025-09-12.cc.txt
SB 387,SB,Senate-Education_Friday_Feb21_2025_906AM-1125AM - 2025-09-12.cc.txt
SB 387,SB,Senate-Finance_Friday_Feb28_2025_903AM-1127AM - 2025-09-12.cc.txt
SB 387,SB,House-ChamberMeeting_Friday_Mar21_2025_1036AM-513PM - 2025-09-12.cc.txt
SB 387,SB,House-ChamberMeeting_Monday_Mar17_2025_1214PM-630PM - 2025-09-12.cc.txt
SB 387,SB,House-ChamberMeeting_Wednesday_Mar5_2025_1119AM-247PM - 2025-09-12.cc.txt
SB 387,SB,SenateChamber_Friday_Feb14_2025_210PM-527PM - 2025-09-12.cc.txt
SB 387,SB,SenateChamber_Friday_Feb21_2025_402PM-608PM - 2025-09-12.cc.txt
SB 387,SB,SenateChamber_Tuesday_Mar4_2025_1151AM-411PM - 2025-09-12.cc.txt
HB 433,HB,House-AppropriationsandFinance_Tuesday_Mar11_2025_931PM-944PM - 2025-09-12.cc.txt
HB 433,HB,Senate-Education_Monday_Mar17_2025_947AM-1036AM - 2025-09-12.cc.txt
HB 433,HB,House-ChamberMeeting_Friday_Mar21_2025_644PM-1149PM - 2025-09-12.cc.txt
HB 433,HB,House-ChamberMeeting_Monday_Feb17_2025_1038AM-542PM - 2025-09-12.cc.txt
HB 433,HB,House-ChamberMeeting_Saturday_Mar1_2025_100PM-807PM - 2025-09-12.cc.txt
HB 433,HB,House-ChamberMeeting_Thursday_Mar13_2025_1059AM-413PM - 2025-09-12.cc.txt
HB 433,HB,House-ChamberMeeting_Wednesday_Mar12_2025_1030AM-712PM - 2025-09-12.cc.txt
HB 433,HB,SenateChamber_Friday_Mar21_2025_737PM-207AM - 2025-09-12.cc.txt
HB 433,HB,SenateChamber_Thursday_Mar13_2025_701PM-845PM - 2025-09-12.cc.txt
HB 433,HB,SenateChamber_Thursday_Mar13_2025_853PM-923PM - 2025-09-12.cc.txt
HB 240,HB,House-AppropriationsandFinance_Tuesday_Mar4_2025_501PM-635PM - 2025-09-12.cc.txt
HB 240,HB,House-ChamberMeeting_Friday_Feb14_2025_1034AM-206PM - 2025-09-12.cc.txt
HB 240,HB,House-ChamberMeeting_Friday_Mar21_2025_1036AM-513PM - 2025-09-12.cc.txt
HB 240,HB,House-ChamberMeeting_Friday_Mar7_2025_1115AM-557PM - 2025-09-12.cc.txt
HB 240,HB,House-ChamberMeeting_Monday_Feb3_2025_1041AM-1210PM - 2025-09-12.cc.txt
HB 240,HB,House-ChamberMeeting_Wednesday_Mar5_2025_1119AM-247PM - 2025-09-12.cc.txt
HB 240,HB,SenateChamber_Friday_Mar21_2025_1148AM-517PM - 2025-09-12.cc.txt
HB 240,HB,SenateChamber_Friday_Mar7_2025_1138AM-438PM - 2025-09-12.cc.txt
HB 240,HB,SenateChamber_Monday_Mar17_2025_1125AM-335PM - 2025-09-12.cc.txt
HB 240,HB,HouseChamber_Wednesday_Jan31_2024_1108AM-601PM - 2025-09-12.cc.txt
SB 153,SB,House-AppropriationsandFinance_Wednesday_Feb7_2024_500PM-557PM - 2025-09-12.cc.txt
SB 153,SB,Senate-Finance_Wednesday_Jan31_2024_938AM-1039AM - 2025-09-12.cc.txt
SB 153,SB,House-HealthandHumanServices_Friday_Jan26_2024_840AM-1126AM - 2025-09-12.cc.txt
SB 153,SB,Senate-Judiciary_Monday_Mar10_2025_549PM-948PM - 2025-09-12.cc.txt
SB 153,SB,HouseChamber_Monday_Feb12_2024_1105AM-234PM - 2025-09-12.cc.txt
SB 153,SB,SenateChamber_Monday_Jan27_2025_1111AM-1214PM - 2025-09-12.cc.txt
SB 153,SB,HouseChamber_Monday_Feb5_2024_1120AM-1237PM - 2025-09-12.cc.txt
SB 153,SB,HouseChamber_Saturday_Feb10_2024_1046AM-802PM - 2025-09-12.cc.txt
SB 153,SB,HouseChamber_Thursday_Feb1_2024_1037AM-401PM - 2025-09-12.cc.txt
SB 153,SB,HouseChamber_Thursday_Feb8_2024_1012AM-334PM - 2025-09-12.cc.txt
HB 79,HB,House-AppropriationsandFinance_Wednesday_Feb9_2022_625PM-724PM - 2025-09-12.cc.txt
HB 79,HB,House-HealthandHumanServices_Friday_Jan31_2025_839AM-1207PM - 2025-09-12.cc.txt
HB 79,HB,House-Judiciary_Monday_Feb17_2025_600PM-836PM - 2025-09-12.cc.txt
HB 79,HB,House-Judiciary_Saturday_Feb15_2025_1122AM-1224PM - 2025-09-12.cc.txt
HB 79,HB,House-ChamberMeeting_Monday_Feb3_2025_1041AM-1210PM - 2025-09-12.cc.txt
HB 79,HB,House-ChamberMeeting_Saturday_Feb22_2025_1247PM-225PM - 2025-09-12.cc.txt
HB 79,HB,House-ChamberMeeting_Thursday_Jan23_2025_1004AM-1206PM - 2025-09-12.cc.txt
HB 79,HB,House-ChamberMeeting_Tuesday_Feb18_2025_1031AM-330PM - 2025-09-12.cc.txt
HB 79,HB,HouseChamber_Wednesday_Feb14_2024_513PM-837PM - 2025-09-12.cc.txt
HB 79,HB,SenateChamber_Saturday_Feb22_2025_139PM-433PM - 2025-09-12.cc.txt
HB 346,HB,House-CommerceandEconomicDevelopment_Friday_Feb28_2025_339PM-603PM - 2025-09-12.cc.txt
HB 346,HB,House-CommerceandEconomicDevelopment_Monday_Feb17_2025_605PM-845PM - 2025-09-12.cc.txt
HB 346,HB,House-Judiciary_Monday_Mar10_2025_506PM-630PM - 2025-09-12.cc.txt
HB 346,HB,House-ChamberMeeting_Friday_Feb7_2025_1021AM-219PM - 2025-09-12.cc.txt
HB 346,HB,House-ChamberMeeting_Saturday_Mar1_2025_100PM-807PM - 2025-09-12.cc.txt
HB 346,HB,House-ChamberMeeting_Saturday_Mar22_2025_936AM-1204PM - 2025-09-12.cc.txt
HB 346,HB,House-ChamberMeeting_Thursday_Mar13_2025_1059AM-413PM - 2025-09-12.cc.txt
HB 346,HB,House-ChamberMeeting_Tuesday_Mar11_2025_1057AM-920PM - 2025-09-12.cc.txt
HB 346,HB,SenateChamber_Saturday_Mar22_2025_855AM-1212PM - 2025-09-12.cc.txt
HB 346,HB,SenateChamber_Thursday_Mar13_2025_853PM-923PM - 2025-09-12.cc.txt
HB 348,HB,Senate-Conservation_Tuesday_Mar18_2025_842AM-203PM - 2025-09-12.cc.txt
HB 348,HB,Senate-Finance_Wednesday_Feb12_2025_232PM-429PM - 2025-09-12.cc.txt
HB 348,HB,House-Judiciary_Friday_Mar14_2025_537PM-748PM - 2025-09-12.cc.txt
HB 348,HB,House-ChamberMeeting_Friday_Feb7_2025_1021AM-219PM - 2025-09-12.cc.txt
HB 348,HB,House-ChamberMeeting_Monday_Mar17_2025_1214PM-630PM - 2025-09-12.cc.txt
HB 348,HB,House-ChamberMeeting_Saturday_Mar15_2025_1253PM-801PM - 2025-09-12.cc.txt
HB 348,HB,House-ChamberMeeting_Wednesday_Feb19_2025_1033AM-135PM - 2025-09-12.cc.txt
HB 348,HB,Senate-Rules_Monday_Mar10_2025_900AM-1058AM - 2025-09-12.cc.txt
HB 348,HB,House-Agriculture_AcequiasAndWaterResources_Tuesday_Feb18_2025_835AM-1019AM - 2025-09-12.cc.txt
HB 348,HB,SenateChamber_Monday_Mar17_2025_1125AM-335PM - 2025-09-12.cc.txt
HB 361,HB,Senate-Conservation_Tuesday_Mar18_2025_842AM-203PM - 2025-09-12.cc.txt
HB 361,HB,House-Judiciary_Wednesday_Mar12_2025_736PM-942PM - 2025-09-12.cc.txt
HB 361,HB,House-ChamberMeeting_Friday_Mar14_2025_1133AM-505PM - 2025-09-12.cc.txt
HB 361,HB,House-ChamberMeeting_Friday_Mar21_2025_644PM-1149PM - 2025-09-12.cc.txt
HB 361,HB,House-ChamberMeeting_Thursday_Mar13_2025_1059AM-413PM - 2025-09-12.cc.txt
HB 361,HB,House-ChamberMeeting_Tuesday_Feb11_2025_1043AM-224PM - 2025-09-12.cc.txt
HB 361,HB,House-ChamberMeeting_Tuesday_Feb18_2025_1031AM-330PM - 2025-09-12.cc.txt
HB 361,HB,SenateChamber_Friday_Mar14_2025_416PM-512PM - 2025-09-12.cc.txt
HB 361,HB,SenateChamber_Friday_Mar21_2025_737PM-207AM - 2025-09-12.cc.txt
HB 361,HB,SenateChamber_Tuesday_Mar18_2025_639PM-812PM - 2025-09-12.cc.txt
HB 133,HB,Senate-Conservation_Tuesday_Mar18_2025_842AM-203PM - 2025-09-12.cc.txt
HB 133,HB,Senate-Finance_Friday_Feb9_2024_443PM-526PM - 2025-09-12.cc.txt
HB 133,HB,Senate-Finance_Friday_Jan19_2024_842AM-1030AM - 2025-09-12.cc.txt
HB 133,HB,House-Judiciary_Wednesday_Mar12_2025_736PM-942PM - 2025-09-12.cc.txt
HB 133,HB,House-ChamberMeeting_Monday_Jan27_2025_1121AM-1202PM - 2025-09-12.cc.txt
HB 133,HB,House-Energy_EnvironmentandNaturalResources_Tuesday_Feb11_2025_832AM-1100AM - 2025-09-12.cc.txt
HB 133,HB,House-Energy_EnvironmentandNaturalResources_Tuesday_Feb4_2025_832AM-1205PM - 2025-09-12.cc.txt
HB 133,HB,Senate-Rules_Wednesday_Feb7_2024_820AM-1003AM - 2025-09-12.cc.txt
HB 133,HB,IC-WaterandNaturalResources_Monday_Oct28_2024_901AM-530PM - 2025-09-12.cc.txt
HB 133,HB,HouseChamber_Thursday_Feb1_2024_1037AM-401PM - 2025-09-12.cc.txt
HB 402,HB,Senate-Tax_BusinessandTransportation_Saturday_Mar15_2025_912AM-1246PM - 2025-09-12.cc.txt
HB 402,HB,House-HealthandHumanServices_Wednesday_Feb26_2025_802AM-924AM - 2025-09-12.cc.txt
HB 402,HB,House-ChamberMeeting_Friday_Mar21_2025_1036AM-513PM - 2025-09-12.cc.txt
HB 402,HB,House-ChamberMeeting_Friday_Mar7_2025_1115AM-557PM - 2025-09-12.cc.txt
HB 402,HB,House-ChamberMeeting_Tuesday_Mar11_2025_1057AM-920PM - 2025-09-12.cc.txt
HB 402,HB,House-ChamberMeeting_Wednesday_Feb12_2025_1038AM-128PM - 2025-09-12.cc.txt
HB 402,HB,House-ChamberMeeting_Wednesday_Feb26_2025_1039AM-1244PM - 2025-09-12.cc.txt
HB 402,HB,House-Government_ElectionsAndIndianAffairs_Friday_Mar7_2025_836AM-1046AM - 2025-09-12.cc.txt
HB 402,HB,SenateChamber_Friday_Mar21_2025_1148AM-517PM - 2025-09-12.cc.txt
HB 402,HB,SenateChamber_Wednesday_Mar12_2025_1133AM-257PM - 2025-09-12.cc.txt
SB 278,SB,Senate-Tax_BusinessandTransportation_Saturday_Mar15_2025_912AM-1246PM - 2025-09-12.cc.txt
SB 278,SB,House-HealthandHumanServices_Wednesday_Mar19_2025_907AM-1028AM - 2025-09-12.cc.txt
SB 278,SB,Senate-HealthandPublicAffairs_Friday_Mar7_2025_512PM-751PM - 2025-09-12.cc.txt
SB 278,SB,House-ChamberMeeting_Monday_Mar17_2025_1214PM-630PM - 2025-09-12.cc.txt
SB 278,SB,House-ChamberMeeting_Tuesday_Mar18_2025_1203PM-642PM - 2025-09-12.cc.txt
SB 278,SB,House-ChamberMeeting_Wednesday_Mar19_2025_1230PM-934PM - 2025-09-12.cc.txt
SB 278,SB,SenateChamber_Monday_Mar10_2025_1114AM-504PM - 2025-09-12.cc.txt
SB 278,SB,SenateChamber_Monday_Mar17_2025_1125AM-335PM - 2025-09-12.cc.txt
SB 278,SB,SenateChamber_Sunday_Mar16_2025_122PM-353PM - 2025-09-12.cc.txt
SB 278,SB,SenateChamber_Tuesday_Feb4_2025_1141AM-1216PM - 2025-09-12.cc.txt
SB 318,SB,Senate-Tax_BusinessandTransportation_Saturday_Mar8_2025_911AM-123PM - 2025-09-12.cc.txt
SB 318,SB,House-Judiciary_Thursday_Mar20_2025_940AM-1243PM - 2025-09-12.cc.txt
SB 318,SB,Senate-Judiciary_Wednesday_Mar12_2025_350PM-927PM - 2025-09-12.cc.txt
SB 318,SB,House-ChamberMeeting_Thursday_Mar20_2025_108PM-1035PM - 2025-09-12.cc.txt
SB 318,SB,House-ChamberMeeting_Wednesday_Mar19_2025_1230PM-934PM - 2025-09-12.cc.txt
SB 318,SB,SenateChamber_Friday_Feb7_2025_203PM-231PM - 2025-09-12.cc.txt
SB 318,SB,SenateChamber_Friday_Mar14_2025_416PM-512PM - 2025-09-12.cc.txt
SB 318,SB,SenateChamber_Monday_Mar17_2025_718PM-1118PM - 2025-09-12.cc.txt
SB 318,SB,SenateChamber_Thursday_Mar13_2025_701PM-845PM - 2025-09-12.cc.txt
SB 318,SB,SenateChamber_Tuesday_Mar18_2025_639PM-812PM - 2025-09-12.cc.txt
SB 128,SB,Senate-Tax_BusinessandTransportation_Thursday_Feb13_2025_310PM-657PM - 2025-09-12.cc.txt
SB 128,SB,Senate-Judiciary_Monday_Feb24_2025_357PM-556PM - 2025-09-12.cc.txt
SB 128,SB,House-ChamberMeeting_Friday_Feb28_2025_1100AM-317PM - 2025-09-12.cc.txt
SB 128,SB,House-ChamberMeeting_Saturday_Mar1_2025_100PM-807PM - 2025-09-12.cc.txt
SB 128,SB,House-ChamberMeeting_Tuesday_Mar18_2025_1203PM-642PM - 2025-09-12.cc.txt
SB 128,SB,HouseChamber_Tuesday_Feb13_2024_549PM-1045PM - 2025-09-12.cc.txt
SB 128,SB,HouseChamber_Wednesday_Feb14_2024_513PM-837PM - 2025-09-12.cc.txt
